Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus1.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.09, 0.9146, 0.9167, 0.9126, 0.9276, 0.9146
0.0309,  248.19, 0.7030, 0.7008, 0.6989, 0.7492, 0.7030
0.0463,  372.28, 0.4697, 0.4580, 0.4659, 0.5403, 0.4697
0.0617,  496.38, 0.2630, 0.2538, 0.2568, 0.3481, 0.2630
0.0772,  620.47, 0.0878, 0.0844, 0.0799, 0.1733, 0.0878
0.0926,  744.56, 0.0162, 0.0185, 0.0211, 0.0350, 0.0162
0.1080,  868.66, 0.0450, 0.0526, 0.0478, 0.0272, 0.0450
0.1235,  992.75, 0.0427, 0.0587, 0.0424, 0.0295, 0.0427
0.1389, 1116.84, 0.0245, 0.0179, 0.0270, 0.0337, 0.0245
0.1543, 1240.94, 0.0225, 0.0346, 0.0171, 0.0456, 0.0225
0.1698, 1365.03, 0.0219, 0.0470, 0.0212, 0.0337, 0.0219
0.1852, 1489.13, 0.0123, 0.0158, 0.0224, 0.0160, 0.0123
0.2006, 1613.22, 0.0192, 0.0314, 0.0194, 0.0079, 0.0192
0.2161, 1737.31, 0.0182, 0.0212, 0.0278, 0.0100, 0.0182
0.2315, 1861.41, 0.0349, 0.0258, 0.0475, 0.0175, 0.0349
0.2470, 1985.50, 0.0234, 0.0289, 0.0265, 0.0117, 0.0234
0.2624, 2109.60, 0.0116, 0.0277, 0.0075, 0.0151, 0.0116
0.2778, 2233.69, 0.0170, 0.0210, 0.0152, 0.0371, 0.0170
0.2933, 2357.78, 0.0253, 0.0094, 0.0286, 0.0372, 0.0253
0.3087, 2481.88, 0.0250, 0.0131, 0.0281, 0.0323, 0.0250
0.3241, 2605.97, 0.0171, 0.0137, 0.0170, 0.0295, 0.0171
0.3396, 2730.07, 0.0328, 0.0354, 0.0334, 0.0247, 0.0328
0.3550, 2854.16, 0.0412, 0.0475, 0.0426, 0.0154, 0.0412
0.3704, 2978.25, 0.0234, 0.0199, 0.0254, 0.0177, 0.0234
0.3859, 3102.35, 0.0259, 0.0271, 0.0259, 0.0245, 0.0259
0.4013, 3226.44, 0.0171, 0.0263, 0.0163, 0.0208, 0.0171
0.4167, 3350.53, 0.0183, 0.0238, 0.0192, 0.0251, 0.0183
0.4322, 3474.63, 0.0177, 0.0222, 0.0148, 0.0348, 0.0177
0.4476, 3598.72, 0.0099, 0.0044, 0.0155, 0.0250, 0.0099
0.4630, 3722.82, 0.0131, 0.0244, 0.0087, 0.0322, 0.0131
0.4785, 3846.91, 0.0369, 0.0428, 0.0353, 0.0372, 0.0369
0.4939, 3971.00, 0.0182, 0.0155, 0.0203, 0.0121, 0.0182
0.5093, 4095.10, 0.0141, 0.0192, 0.0161, 0.0119, 0.0141
0.5248, 4219.19, 0.0112, 0.0021, 0.0135, 0.0295, 0.0112
0.5402, 4343.29, 0.0226, 0.0227, 0.0257, 0.0196, 0.0226
0.5556, 4467.38, 0.0171, 0.0304, 0.0133, 0.0228, 0.0171
0.5711, 4591.47, 0.0200, 0.0331, 0.0164, 0.0213, 0.0200
0.5865, 4715.57, 0.0167, 0.0279, 0.0187, 0.0198, 0.0167
0.6019, 4839.66, 0.0189, 0.0358, 0.0194, 0.0183, 0.0189
0.6174, 4963.76, 0.0372, 0.0404, 0.0376, 0.0262, 0.0372
0.6328, 5087.85, 0.0346, 0.0251, 0.0442, 0.0234, 0.0346
0.6483, 5211.94, 0.0461, 0.0211, 0.0550, 0.0702, 0.0461
0.6637, 5336.04, 0.0754, 0.0562, 0.0860, 0.0563, 0.0754
0.6791, 5460.13, 0.0476, 0.0554, 0.0537, 0.0230, 0.0476
0.6946, 5584.22, 0.0281, 0.0424, 0.0262, 0.0595, 0.0281
0.7100, 5708.32, 0.0215, 0.0621, 0.0198, 0.0343, 0.0215
0.7254, 5832.41, 0.0358, 0.0695, 0.0378, 0.0173, 0.0358
0.7409, 5956.51, 0.0490, 0.0742, 0.0448, 0.0333, 0.0490
0.7563, 6080.60, 0.0269, 0.0186, 0.0326, 0.0306, 0.0269
0.7717, 6204.69, 0.0510, 0.0753, 0.0500, 0.0576, 0.0510
0.7872, 6328.79, 0.0968, 0.0733, 0.1093, 0.0624, 0.0968
0.8026, 6452.88, 0.0333, 0.0235, 0.0410, 0.0584, 0.0333
0.8180, 6576.98, 0.1011, 0.1044, 0.1015, 0.0907, 0.1011
0.8335, 6701.07, 0.0991, 0.1615, 0.0898, 0.1115, 0.0991
0.8489, 6825.16, 0.0096, 0.1133, 0.0128, 0.1541, 0.0096
0.8643, 6949.26, 0.0785, 0.1246, 0.0783, 0.0757, 0.0785
0.8798, 7073.35, 0.0946, 0.0714, 0.1106, 0.0943, 0.0946
0.8952, 7197.44, 0.1020, 0.1659, 0.0721, 0.2407, 0.1020
0.9106, 7321.54, 0.1285, 0.0722, 0.1638, 0.2028, 0.1285
0.9261, 7445.63, 0.0848, 0.1511, 0.1198, 0.0674, 0.0848
0.9415, 7569.73, 0.1191, 0.1503, 0.1467, 0.1958, 0.1191
0.9569, 7693.82, 0.3440, 0.2060, 0.3968, 0.2326, 0.3440
0.9724, 7817.91, 0.6318, 0.4038, 0.6862, 0.7382, 0.6318
0.9878, 7942.01, 1.0327, 0.8743, 1.0831, 1.0584, 1.0327
1.0032, 8066.10, 1.2757, 1.2754, 1.2847, 1.2153, 1.2757
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
MTF50 Red Cy/Pxl, 0.044
MTF50 Green Cy/pxl, 0.044
MTF50 Green Cy/Pxl, 0.044
MTF50 Blue Cy/pxl, 0.050
MTF50 Blue Cy/Pxl, 0.050
Undersharpening %,23.824
MTF50,0.0443 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,10.850
Rise 10-80 pxls,9.168
Rise 10-70 pxls,7.949
Rise 20-80 pxls,7.345
Rise 20-70 pxls,6.126
Rises 10-90 per PH,370.4979
Rises 10-80 per PH,438.4800
Rises 10-70 per PH,505.7281
Rises 20-80 per PH,547.2929
Rises 20-70 per PH,656.2039
R1090 Red pxls, 11.02
R1090 Green pxls, 10.86
R1090 Blue pxls,  9.92
R1090 Lum pxls, 10.85
Sharpening radius,NaN
Overshoot %,2.451
Undershoot %,1.736
Dk & lt lvls,70.181, 118.4855
Lt/dk,1.688
Chromatic Aberration Area (pxls), 0.182
CA Crossing (pxls), 0.175
CA Crossing R-G (pixels),  0.125,Horiz (V-edge)
CA Crossing B-G (pixels),  0.180,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:50:03+02:00
Image Width                     , 6024
Image Height                    , 4020
