Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.85, 0.7734, 0.7778, 0.7705, 0.7890, 0.7734
0.0308,  247.69, 0.3180, 0.3317, 0.3112, 0.3457, 0.3180
0.0462,  371.54, 0.0128, 0.0257, 0.0109, 0.0228, 0.0128
0.0616,  495.38, 0.0497, 0.0493, 0.0485, 0.0657, 0.0497
0.0770,  619.23, 0.0027, 0.0180, 0.0049, 0.0216, 0.0027
0.0924,  743.07, 0.0419, 0.0239, 0.0499, 0.0344, 0.0419
0.1078,  866.92, 0.0389, 0.0016, 0.0503, 0.0313, 0.0389
0.1232,  990.76, 0.0166, 0.0260, 0.0282, 0.0123, 0.0166
0.1386, 1114.61, 0.0135, 0.0385, 0.0124, 0.0124, 0.0135
0.1540, 1238.45, 0.0231, 0.0716, 0.0128, 0.0045, 0.0231
0.1694, 1362.30, 0.0158, 0.0615, 0.0147, 0.0177, 0.0158
0.1848, 1486.14, 0.0212, 0.0563, 0.0264, 0.0368, 0.0212
0.2002, 1609.99, 0.0249, 0.0350, 0.0333, 0.0376, 0.0249
0.2157, 1733.83, 0.0275, 0.0316, 0.0327, 0.0122, 0.0275
0.2311, 1857.68, 0.0310, 0.0542, 0.0300, 0.0371, 0.0310
0.2465, 1981.53, 0.0353, 0.0587, 0.0349, 0.0294, 0.0353
0.2619, 2105.37, 0.0298, 0.0383, 0.0379, 0.0349, 0.0298
0.2773, 2229.22, 0.0250, 0.0283, 0.0307, 0.0248, 0.0250
0.2927, 2353.06, 0.0090, 0.0068, 0.0110, 0.0048, 0.0090
0.3081, 2476.91, 0.0026, 0.0162, 0.0016, 0.0051, 0.0026
0.3235, 2600.75, 0.0337, 0.0429, 0.0369, 0.0221, 0.0337
0.3389, 2724.60, 0.0446, 0.0468, 0.0483, 0.0205, 0.0446
0.3543, 2848.44, 0.0196, 0.0177, 0.0224, 0.0072, 0.0196
0.3697, 2972.29, 0.0101, 0.0068, 0.0148, 0.0234, 0.0101
0.3851, 3096.13, 0.0121, 0.0117, 0.0105, 0.0289, 0.0121
0.4005, 3219.98, 0.0045, 0.0138, 0.0073, 0.0135, 0.0045
0.4159, 3343.82, 0.0076, 0.0059, 0.0094, 0.0247, 0.0076
0.4313, 3467.67, 0.0123, 0.0060, 0.0140, 0.0190, 0.0123
0.4467, 3591.52, 0.0203, 0.0331, 0.0185, 0.0131, 0.0203
0.4621, 3715.36, 0.0151, 0.0336, 0.0229, 0.0187, 0.0151
0.4775, 3839.21, 0.0301, 0.0169, 0.0402, 0.0306, 0.0301
0.4929, 3963.05, 0.0590, 0.0514, 0.0631, 0.0460, 0.0590
0.5083, 4086.90, 0.0888, 0.0942, 0.0886, 0.0772, 0.0888
0.5237, 4210.74, 0.0754, 0.0844, 0.0746, 0.0641, 0.0754
0.5391, 4334.59, 0.0440, 0.0309, 0.0488, 0.0450, 0.0440
0.5545, 4458.43, 0.0245, 0.0116, 0.0277, 0.0421, 0.0245
0.5699, 4582.28, 0.0238, 0.0140, 0.0250, 0.0503, 0.0238
0.5853, 4706.12, 0.0211, 0.0345, 0.0193, 0.0305, 0.0211
0.6007, 4829.97, 0.0078, 0.0264, 0.0157, 0.0092, 0.0078
0.6161, 4953.81, 0.0162, 0.0109, 0.0249, 0.0315, 0.0162
0.6315, 5077.66, 0.0063, 0.0294, 0.0093, 0.0642, 0.0063
0.6470, 5201.50, 0.0299, 0.0380, 0.0380, 0.0625, 0.0299
0.6624, 5325.35, 0.0318, 0.0111, 0.0439, 0.0408, 0.0318
0.6778, 5449.20, 0.0228, 0.0083, 0.0305, 0.0237, 0.0228
0.6932, 5573.04, 0.0495, 0.0569, 0.0511, 0.0692, 0.0495
0.7086, 5696.89, 0.0515, 0.0613, 0.0563, 0.1003, 0.0515
0.7240, 5820.73, 0.0326, 0.0261, 0.0433, 0.1067, 0.0326
0.7394, 5944.58, 0.0274, 0.0369, 0.0202, 0.1019, 0.0274
0.7548, 6068.42, 0.0437, 0.0607, 0.0426, 0.0614, 0.0437
0.7702, 6192.27, 0.0639, 0.1222, 0.0529, 0.0599, 0.0639
0.7856, 6316.11, 0.0651, 0.1532, 0.0589, 0.1291, 0.0651
0.8010, 6439.96, 0.0270, 0.0931, 0.0386, 0.1461, 0.0270
0.8164, 6563.80, 0.0322, 0.0570, 0.0246, 0.0838, 0.0322
0.8318, 6687.65, 0.0696, 0.0538, 0.0786, 0.0803, 0.0696
0.8472, 6811.49, 0.0278, 0.0711, 0.0542, 0.0573, 0.0278
0.8626, 6935.34, 0.0482, 0.0889, 0.0813, 0.1364, 0.0482
0.8780, 7059.18, 0.0948, 0.2167, 0.1243, 0.0615, 0.0948
0.8934, 7183.03, 0.1253, 0.3706, 0.1352, 0.0512, 0.1253
0.9088, 7306.88, 0.0935, 0.2351, 0.1034, 0.0275, 0.0935
0.9242, 7430.72, 0.0566, 0.1173, 0.0456, 0.1216, 0.0566
0.9396, 7554.57, 0.0539, 0.1452, 0.0830, 0.0992, 0.0539
0.9550, 7678.41, 0.1091, 0.0531, 0.1498, 0.1592, 0.1091
0.9704, 7802.26, 0.4078, 0.5484, 0.3533, 0.6045, 0.4078
0.9858, 7926.10, 0.9600, 1.1319, 0.8987, 1.0786, 0.9600
1.0012, 8049.95, 1.1848, 1.2573, 1.1507, 1.3465, 1.1848
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
15.48, 0.985, 0.973, 0.987, 0.976, 0.015
15.98, 0.995, 0.984, 0.995, 0.987, 0.011
16.48, 0.997, 0.988, 0.989, 0.990, 0.010
16.98, 1.005, 0.991, 1.007, 0.995, 0.016
17.48, 0.992, 0.993, 0.990, 0.993, 0.003
17.98, 1.002, 0.997, 1.022, 1.000, 0.025
18.48, 0.998, 0.993, 0.987, 0.994, 0.011
18.98, 0.993, 1.000, 1.015, 1.000, 0.021
19.48, 0.999, 1.007, 0.995, 1.004, 0.011
19.98, 0.992, 1.005, 1.012, 1.003, 0.020
20.47, 0.993, 1.000, 0.997, 0.998, 0.008
20.97, 0.999, 1.006, 1.008, 1.005, 0.008
21.47, 0.999, 1.000, 1.001, 1.000, 0.002
21.97, 1.003, 1.007, 1.007, 1.006, 0.004
22.47, 1.005, 1.002, 1.009, 1.003, 0.007

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   74.3
Light pixel level ,  121.9
Dark level linear , 0.0848
Light level linear,  0.228

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.74120,2050.00000, pixels from upper-right
Edge angle,2.849
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.025
MTF50 LW/PH,   198
MTF50 Cy/Pxl, 0.025
MTF50P Cy/pxl, 0.025
MTF50P LW/PH,   198
MTF50P Cy/Pxl, 0.025
MTF30 Cy/pxl, 0.032
MTF30 LW/PH,   255
MTF30 Cy/Pxl, 0.032
MTF30P Cy/pxl, 0.032
MTF30P LW/PH,   255
MTF30P Cy/Pxl, 0.032
MTF20 Cy/pxl, 0.037
MTF20 LW/PH,   296
MTF20 Cy/Pxl, 0.037
MTF20P Cy/pxl, 0.037
MTF20P LW/PH,   296
MTF20P Cy/Pxl, 0.037
MTF Area Pk Norml Cy/pxl, 0.036
MTF Area Pk Norml LW/PH,   288
MTF Area Pk Norml Cy/Pxl, 0.036
MTF at Nyquist, 0.073
MTF50 Red Cy/pxl, 0.025
MTF50 Red Cy/Pxl, 0.025
MTF50 Green Cy/pxl, 0.024
MTF50 Green Cy/Pxl, 0.024
MTF50 Blue Cy/pxl, 0.025
MTF50 Blue Cy/Pxl, 0.025
Undersharpening %,21.759
MTF50,0.0247 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,21.631
Rise 10-80 pxls,18.788
Rise 10-70 pxls,15.748
Rise 20-80 pxls,15.781
Rise 20-70 pxls,12.741
Rises 10-90 per PH,185.8404
Rises 10-80 per PH,213.9631
Rises 10-70 per PH,255.2755
Rises 20-80 per PH,254.7340
Rises 20-70 per PH,315.5274
R1090 Red pxls, 21.26
R1090 Green pxls, 21.72
R1090 Blue pxls, 20.43
R1090 Lum pxls, 21.63
Sharpening radius,NaN
Overshoot %,1.606
Undershoot %,4.313
Dk & lt lvls,74.257, 121.8786
Lt/dk,1.641
Chromatic Aberration Area (pxls), 0.216
CA Crossing (pxls), 0.055
CA Crossing R-G (pixels),  0.057,Horiz (V-edge)
CA Crossing B-G (pixels),  0.031,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:47:57+02:00
Image Width                     , 6024
Image Height                    , 4020
