Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.01, 0.8533, 0.8501, 0.8524, 0.8714, 0.8533
0.0308,  248.03, 0.5251, 0.5252, 0.5200, 0.5754, 0.5251
0.0463,  372.04, 0.2044, 0.2064, 0.1976, 0.2656, 0.2044
0.0617,  496.06, 0.0019, 0.0106, 0.0018, 0.0359, 0.0019
0.0771,  620.07, 0.0658, 0.0788, 0.0638, 0.0491, 0.0658
0.0925,  744.09, 0.0515, 0.0675, 0.0488, 0.0368, 0.0515
0.1080,  868.10, 0.0113, 0.0469, 0.0036, 0.0091, 0.0113
0.1234,  992.12, 0.0316, 0.0123, 0.0370, 0.0419, 0.0316
0.1388, 1116.13, 0.0447, 0.0372, 0.0442, 0.0733, 0.0447
0.1542, 1240.15, 0.0376, 0.0122, 0.0445, 0.0580, 0.0376
0.1697, 1364.16, 0.0430, 0.0025, 0.0563, 0.0336, 0.0430
0.1851, 1488.18, 0.0255, 0.0216, 0.0348, 0.0070, 0.0255
0.2005, 1612.19, 0.0173, 0.0304, 0.0215, 0.0092, 0.0173
0.2159, 1736.21, 0.0080, 0.0193, 0.0129, 0.0083, 0.0080
0.2314, 1860.22, 0.0169, 0.0139, 0.0183, 0.0117, 0.0169
0.2468, 1984.24, 0.0142, 0.0336, 0.0097, 0.0263, 0.0142
0.2622, 2108.25, 0.0032, 0.0080, 0.0062, 0.0177, 0.0032
0.2776, 2232.27, 0.0133, 0.0217, 0.0117, 0.0156, 0.0133
0.2931, 2356.28, 0.0056, 0.0074, 0.0052, 0.0171, 0.0056
0.3085, 2480.30, 0.0052, 0.0162, 0.0055, 0.0261, 0.0052
0.3239, 2604.31, 0.0128, 0.0187, 0.0148, 0.0262, 0.0128
0.3393, 2728.33, 0.0124, 0.0141, 0.0121, 0.0289, 0.0124
0.3548, 2852.34, 0.0162, 0.0064, 0.0190, 0.0254, 0.0162
0.3702, 2976.36, 0.0139, 0.0059, 0.0204, 0.0160, 0.0139
0.3856, 3100.37, 0.0179, 0.0397, 0.0139, 0.0280, 0.0179
0.4010, 3224.39, 0.0174, 0.0296, 0.0148, 0.0092, 0.0174
0.4165, 3348.40, 0.0115, 0.0143, 0.0110, 0.0149, 0.0115
0.4319, 3472.42, 0.0094, 0.0061, 0.0109, 0.0124, 0.0094
0.4473, 3596.43, 0.0189, 0.0107, 0.0215, 0.0198, 0.0189
0.4627, 3720.45, 0.0457, 0.0390, 0.0480, 0.0431, 0.0457
0.4782, 3844.46, 0.0406, 0.0367, 0.0429, 0.0338, 0.0406
0.4936, 3968.48, 0.0235, 0.0191, 0.0257, 0.0206, 0.0235
0.5090, 4092.49, 0.0300, 0.0289, 0.0320, 0.0223, 0.0300
0.5244, 4216.51, 0.0386, 0.0509, 0.0372, 0.0255, 0.0386
0.5399, 4340.52, 0.0267, 0.0308, 0.0270, 0.0145, 0.0267
0.5553, 4464.54, 0.0371, 0.0299, 0.0421, 0.0091, 0.0371
0.5707, 4588.55, 0.0230, 0.0245, 0.0280, 0.0185, 0.0230
0.5861, 4712.57, 0.0337, 0.0321, 0.0339, 0.0536, 0.0337
0.6016, 4836.58, 0.0651, 0.0571, 0.0714, 0.0315, 0.0651
0.6170, 4960.60, 0.0950, 0.0834, 0.1016, 0.0715, 0.0950
0.6324, 5084.61, 0.0652, 0.0474, 0.0703, 0.0672, 0.0652
0.6478, 5208.63, 0.0414, 0.0357, 0.0427, 0.0498, 0.0414
0.6633, 5332.64, 0.0493, 0.0535, 0.0530, 0.0384, 0.0493
0.6787, 5456.66, 0.0432, 0.0360, 0.0553, 0.0527, 0.0432
0.6941, 5580.67, 0.0236, 0.0528, 0.0252, 0.0372, 0.0236
0.7095, 5704.69, 0.0282, 0.0427, 0.0440, 0.0199, 0.0282
0.7250, 5828.70, 0.0409, 0.0485, 0.0489, 0.0881, 0.0409
0.7404, 5952.72, 0.0395, 0.0339, 0.0705, 0.1000, 0.0395
0.7558, 6076.73, 0.0938, 0.0385, 0.1233, 0.0292, 0.0938
0.7712, 6200.75, 0.0523, 0.0777, 0.0763, 0.0461, 0.0523
0.7867, 6324.76, 0.0407, 0.0749, 0.0623, 0.0744, 0.0407
0.8021, 6448.78, 0.0518, 0.0816, 0.0836, 0.0485, 0.0518
0.8175, 6572.79, 0.0487, 0.1581, 0.0495, 0.0942, 0.0487
0.8329, 6696.81, 0.0559, 0.1677, 0.0855, 0.1538, 0.0559
0.8484, 6820.82, 0.0064, 0.2319, 0.0558, 0.1121, 0.0064
0.8638, 6944.84, 0.0551, 0.0938, 0.0944, 0.0990, 0.0551
0.8792, 7068.85, 0.0730, 0.0396, 0.1239, 0.1252, 0.0730
0.8946, 7192.87, 0.0845, 0.1203, 0.1459, 0.2506, 0.0845
0.9101, 7316.88, 0.1035, 0.0265, 0.1613, 0.1094, 0.1035
0.9255, 7440.90, 0.0859, 0.1299, 0.1045, 0.1515, 0.0859
0.9409, 7564.91, 0.1681, 0.3214, 0.1662, 0.1028, 0.1681
0.9563, 7688.93, 0.0853, 0.2218, 0.0632, 0.0756, 0.0853
0.9718, 7812.94, 0.6051, 0.4972, 0.6368, 0.6608, 0.6051
0.9872, 7936.96, 1.2988, 1.2775, 1.2843, 1.5637, 1.2988
1.0026, 8060.97, 1.4345, 1.5962, 1.3645, 1.6869, 1.4345
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.95991,2050.00000, pixels from upper-right
Edge angle,4.134
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.032
MTF50 LW/PH,   258
MTF50 Cy/Pxl, 0.032
MTF50P Cy/pxl, 0.032
MTF50P LW/PH,   258
MTF50P Cy/Pxl, 0.032
MTF30 Cy/pxl, 0.042
MTF30 LW/PH,   335
MTF30 Cy/Pxl, 0.042
MTF30P Cy/pxl, 0.042
MTF30P LW/PH,   335
MTF30P Cy/Pxl, 0.042
MTF20 Cy/pxl, 0.047
MTF20 LW/PH,   375
MTF20 Cy/Pxl, 0.047
MTF20P Cy/pxl, 0.047
MTF20P LW/PH,   375
MTF20P Cy/Pxl, 0.047
MTF Area Pk Norml Cy/pxl, 0.042
MTF Area Pk Norml LW/PH,   339
MTF Area Pk Norml Cy/Pxl, 0.042
MTF at Nyquist, 0.026
MTF50 Red Cy/pxl, 0.032
MTF50 Red Cy/Pxl, 0.032
MTF50 Green Cy/pxl, 0.032
MTF50 Green Cy/Pxl, 0.032
MTF50 Blue Cy/pxl, 0.035
MTF50 Blue Cy/Pxl, 0.035
Undersharpening %,22.775
MTF50,0.0321 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,15.393
Rise 10-80 pxls,13.369
Rise 10-70 pxls,11.245
Rise 20-80 pxls,11.287
Rise 20-70 pxls,9.163
Rises 10-90 per PH,261.1559
Rises 10-80 per PH,300.7016
Rises 10-70 per PH,357.4834
Rises 20-80 per PH,356.1724
Rises 20-70 per PH,438.7109
R1090 Red pxls, 15.28
R1090 Green pxls, 15.47
R1090 Blue pxls, 14.86
R1090 Lum pxls, 15.39
Sharpening radius,NaN
Overshoot %,1.556
Undershoot %,3.073
Dk & lt lvls,71.425, 119.5242
Lt/dk,1.673
Chromatic Aberration Area (pxls), 0.311
CA Crossing (pxls), 0.530
CA Crossing R-G (pixels),  0.110,Horiz (V-edge)
CA Crossing B-G (pixels),  0.545,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:48:42+02:00
Image Width                     , 6024
Image Height                    , 4020
