Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_25600ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.87, 0.8222, 0.7545, 0.8422, 0.8241, 0.8222
0.0308,  247.75, 0.4727, 0.4080, 0.4979, 0.4316, 0.4727
0.0462,  371.62, 0.1800, 0.1889, 0.2585, 0.0681, 0.1800
0.0616,  495.50, 0.0997, 0.2743, 0.2437, 0.2447, 0.0997
0.0770,  619.37, 0.1154, 0.1061, 0.1703, 0.2636, 0.1154
0.0924,  743.25, 0.1264, 0.3935, 0.2497, 0.0513, 0.1264
0.1079,  867.12, 0.1016, 0.5704, 0.3230, 0.3107, 0.1016
0.1233,  991.00, 0.0284, 0.6410, 0.1664, 0.2825, 0.0284
0.1387, 1114.87, 0.0477, 0.4011, 0.1130, 0.0763, 0.0477
0.1541, 1238.75, 0.0144, 0.2105, 0.0376, 0.1643, 0.0144
0.1695, 1362.62, 0.0984, 0.3310, 0.1408, 0.1917, 0.0984
0.1849, 1486.50, 0.3219, 0.5716, 0.2636, 0.2945, 0.3219
0.2003, 1610.37, 0.4216, 0.2353, 0.5151, 0.2220, 0.4216
0.2157, 1734.25, 0.3473, 0.0869, 0.4320, 0.5565, 0.3473
0.2311, 1858.12, 0.2204, 0.3545, 0.1792, 0.4001, 0.2204
0.2465, 1982.00, 0.1107, 0.3675, 0.1656, 0.3361, 0.1107
0.2619, 2105.87, 0.2977, 0.5704, 0.2709, 0.1618, 0.2977
0.2773, 2229.75, 0.4421, 0.4498, 0.4727, 0.1789, 0.4421
0.2927, 2353.62, 0.4166, 0.5105, 0.4011, 0.3243, 0.4166
0.3081, 2477.50, 0.2113, 0.6553, 0.1083, 0.2182, 0.2113
0.3236, 2601.37, 0.1658, 0.3126, 0.2358, 0.1429, 0.1658
0.3390, 2725.25, 0.4115, 0.1938, 0.4946, 0.2446, 0.4115
0.3544, 2849.12, 0.1930, 0.2268, 0.1816, 0.2378, 0.1930
0.3698, 2973.00, 0.2574, 0.3003, 0.2666, 0.3738, 0.2574
0.3852, 3096.87, 0.1307, 0.1505, 0.1457, 0.3223, 0.1307
0.4006, 3220.75, 0.4328, 0.6422, 0.3928, 0.3282, 0.4328
0.4160, 3344.62, 0.5856, 0.7586, 0.5510, 0.4564, 0.5856
0.4314, 3468.50, 0.4855, 0.5397, 0.4938, 0.2731, 0.4855
0.4468, 3592.37, 0.3718, 0.3311, 0.4099, 0.2215, 0.3718
0.4622, 3716.25, 0.1889, 0.1020, 0.2204, 0.1961, 0.1889
0.4776, 3840.12, 0.0538, 0.1019, 0.0667, 0.2736, 0.0538
0.4930, 3964.00, 0.1352, 0.1583, 0.1508, 0.1328, 0.1352
0.5084, 4087.87, 0.1288, 0.2490, 0.1230, 0.0541, 0.1288
0.5238, 4211.75, 0.2251, 0.4611, 0.1721, 0.0982, 0.2251
0.5393, 4335.62, 0.2667, 0.2541, 0.2915, 0.2197, 0.2667
0.5547, 4459.50, 0.1103, 0.0273, 0.1580, 0.1400, 0.1103
0.5701, 4583.37, 0.5641, 0.3420, 0.6390, 0.6093, 0.5641
0.5855, 4707.25, 0.3499, 0.2797, 0.3733, 0.5415, 0.3499
0.6009, 4831.12, 0.1614, 0.3301, 0.1945, 0.2571, 0.1614
0.6163, 4955.00, 0.3775, 0.7003, 0.3490, 0.2588, 0.3775
0.6317, 5078.87, 0.4004, 0.4875, 0.4091, 0.5147, 0.4004
0.6471, 5202.75, 0.4411, 0.3583, 0.4409, 0.7795, 0.4411
0.6625, 5326.62, 0.2316, 0.5123, 0.1843, 0.1693, 0.2316
0.6779, 5450.49, 0.6766, 0.8000, 0.6562, 0.5602, 0.6766
0.6933, 5574.37, 0.3488, 0.5992, 0.2889, 0.7726, 0.3488
0.7087, 5698.24, 0.5907, 0.5947, 0.6959, 0.5475, 0.5907
0.7241, 5822.12, 0.3260, 0.0627, 0.5087, 0.6690, 0.3260
0.7396, 5945.99, 0.2579, 0.1300, 0.3490, 0.3722, 0.2579
0.7550, 6069.87, 0.3575, 0.9924, 0.2680, 0.4879, 0.3575
0.7704, 6193.74, 0.6090, 0.9570, 1.0269, 0.6935, 0.6090
0.7858, 6317.62, 0.6483, 0.9706, 1.1113, 1.0103, 0.6483
0.8012, 6441.49, 0.1559, 1.1132, 0.4346, 0.6074, 0.1559
0.8166, 6565.37, 0.1451, 1.5808, 0.3619, 0.5997, 0.1451
0.8320, 6689.24, 0.3721, 1.8702, 0.6479, 1.0199, 0.3721
0.8474, 6813.12, 0.8047, 1.0662, 1.0781, 0.0638, 0.8047
0.8628, 6936.99, 1.1735, 1.1600, 1.2757, 0.9999, 1.1735
0.8782, 7060.87, 0.6340, 0.1586, 0.8004, 1.7036, 0.6340
0.8936, 7184.74, 0.4096, 1.8494, 0.9037, 1.5238, 0.4096
0.9090, 7308.62, 0.4909, 1.0665, 1.1650, 2.0000, 0.4909
0.9244, 7432.49, 1.0377, 2.0000, 1.3567, 1.9157, 1.0377
0.9398, 7556.37, 1.4360, 2.0000, 1.1483, 2.0000, 1.4360
0.9553, 7680.24, 1.1670, 2.0000, 0.3413, 2.0000, 1.1670
0.9707, 7804.12, 0.5678, 2.0000, 0.7939, 2.0000, 0.5678
0.9861, 7927.99, 0.7130, 2.0000, 0.7625, 0.8730, 0.7130
1.0015, 8051.87, 2.0000, 2.0000, 2.0000, 0.9817, 2.0000
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1976,3277,2120
Edge center,3242.47679,2049.00000, pixels from upper-right
Edge angle,3.111
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.030
MTF50 LW/PH,   238
MTF50 Cy/Pxl, 0.030
MTF50P Cy/pxl, 0.030
MTF50P LW/PH,   238
MTF50P Cy/Pxl, 0.030
MTF30 Cy/pxl, 0.040
MTF30 LW/PH,   321
MTF30 Cy/Pxl, 0.040
MTF30P Cy/pxl, 0.040
MTF30P LW/PH,   321
MTF30P Cy/Pxl, 0.040
MTF20 Cy/pxl, 0.045
MTF20 LW/PH,   363
MTF20 Cy/Pxl, 0.045
MTF20P Cy/pxl, 0.045
MTF20P LW/PH,   363
MTF20P Cy/Pxl, 0.045
MTF Area Pk Norml Cy/pxl, 0.137
MTF Area Pk Norml LW/PH,  1099
MTF Area Pk Norml Cy/Pxl, 0.137
MTF at Nyquist, 0.132
MTF50 Red Cy/pxl, 0.027
MTF50 Red Cy/Pxl, 0.027
MTF50 Green Cy/pxl, 0.031
MTF50 Green Cy/Pxl, 0.031
MTF50 Blue Cy/pxl, 0.028
MTF50 Blue Cy/Pxl, 0.028
Undersharpening %,23.130
MTF50,0.0296 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,16.878
Rise 10-80 pxls,14.716
Rise 10-70 pxls,13.032
Rise 20-80 pxls,11.948
Rise 20-70 pxls,10.264
Rises 10-90 per PH,238.1829
Rises 10-80 per PH,273.1803
Rises 10-70 per PH,308.4828
Rises 20-80 per PH,336.4619
Rises 20-70 per PH,391.6668
R1090 Red pxls, 19.60
R1090 Green pxls, 17.36
R1090 Blue pxls, 16.05
R1090 Lum pxls, 16.88
Sharpening radius,NaN
Overshoot %,7.760
Undershoot %,6.429
Dk & lt lvls,0.000, 72.9976
Chromatic Aberration Area (pxls), 2.567
CA Crossing (pxls), 1.370
CA Crossing R-G (pixels),  1.402,Horiz (V-edge)
CA Crossing B-G (pixels),  0.275,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:49:58+02:00
Image Width                     , 6024
Image Height                    , 4020
