Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_1600ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.88, 0.8198, 0.8421, 0.8089, 0.8615, 0.8198
0.0308,  247.76, 0.4444, 0.4664, 0.4311, 0.5108, 0.4444
0.0462,  371.64, 0.1378, 0.1180, 0.1451, 0.1397, 0.1378
0.0616,  495.52, 0.0231, 0.0800, 0.0167, 0.0667, 0.0231
0.0770,  619.40, 0.0381, 0.1032, 0.0196, 0.0732, 0.0381
0.0924,  743.28, 0.0166, 0.0467, 0.0323, 0.0590, 0.0166
0.1079,  867.16, 0.0655, 0.0093, 0.0897, 0.0502, 0.0655
0.1233,  991.04, 0.0765, 0.0390, 0.1101, 0.0600, 0.0765
0.1387, 1114.92, 0.0512, 0.0922, 0.0754, 0.0488, 0.0512
0.1541, 1238.80, 0.0295, 0.0518, 0.0432, 0.0603, 0.0295
0.1695, 1362.68, 0.0331, 0.0755, 0.0292, 0.1272, 0.0331
0.1849, 1486.56, 0.0341, 0.1129, 0.0303, 0.0757, 0.0341
0.2003, 1610.44, 0.0615, 0.0570, 0.0914, 0.1125, 0.0615
0.2157, 1734.32, 0.0665, 0.0353, 0.0956, 0.1508, 0.0665
0.2311, 1858.20, 0.0524, 0.0208, 0.0727, 0.0954, 0.0524
0.2465, 1982.09, 0.0673, 0.0343, 0.0790, 0.1093, 0.0673
0.2619, 2105.97, 0.0687, 0.1175, 0.0633, 0.0955, 0.0687
0.2773, 2229.85, 0.0378, 0.1058, 0.0311, 0.0686, 0.0378
0.2928, 2353.73, 0.0170, 0.0310, 0.0247, 0.0945, 0.0170
0.3082, 2477.61, 0.0343, 0.0390, 0.0565, 0.0713, 0.0343
0.3236, 2601.49, 0.0425, 0.0512, 0.0745, 0.0757, 0.0425
0.3390, 2725.37, 0.0336, 0.0818, 0.0460, 0.0661, 0.0336
0.3544, 2849.25, 0.0246, 0.0550, 0.0292, 0.0201, 0.0246
0.3698, 2973.13, 0.1078, 0.0568, 0.1185, 0.1542, 0.1078
0.3852, 3097.01, 0.1034, 0.0546, 0.1204, 0.1185, 0.1034
0.4006, 3220.89, 0.0511, 0.1040, 0.0608, 0.0210, 0.0511
0.4160, 3344.77, 0.1106, 0.1741, 0.1148, 0.0764, 0.1106
0.4314, 3468.65, 0.0193, 0.0687, 0.0398, 0.0658, 0.0193
0.4468, 3592.53, 0.1301, 0.1590, 0.1259, 0.0929, 0.1301
0.4622, 3716.41, 0.1225, 0.1463, 0.1179, 0.1018, 0.1225
0.4776, 3840.29, 0.0607, 0.0560, 0.0647, 0.0657, 0.0607
0.4931, 3964.17, 0.0977, 0.0586, 0.1122, 0.1094, 0.0977
0.5085, 4088.05, 0.1199, 0.0839, 0.1339, 0.1174, 0.1199
0.5239, 4211.93, 0.1185, 0.1036, 0.1258, 0.0990, 0.1185
0.5393, 4335.81, 0.0591, 0.0882, 0.0611, 0.0442, 0.0591
0.5547, 4459.69, 0.0774, 0.0764, 0.0799, 0.1714, 0.0774
0.5701, 4583.57, 0.1144, 0.1308, 0.1148, 0.1903, 0.1144
0.5855, 4707.45, 0.1563, 0.1603, 0.1623, 0.1142, 0.1563
0.6009, 4831.33, 0.1101, 0.0708, 0.1299, 0.0504, 0.1101
0.6163, 4955.21, 0.1436, 0.1022, 0.1677, 0.1439, 0.1436
0.6317, 5079.09, 0.2377, 0.1499, 0.2836, 0.1688, 0.2377
0.6471, 5202.97, 0.2299, 0.1541, 0.2867, 0.1214, 0.2299
0.6625, 5326.85, 0.1293, 0.0938, 0.1771, 0.1954, 0.1293
0.6780, 5450.73, 0.1351, 0.0049, 0.1717, 0.1766, 0.1351
0.6934, 5574.61, 0.1311, 0.2378, 0.1199, 0.0729, 0.1311
0.7088, 5698.49, 0.1786, 0.4064, 0.1239, 0.1762, 0.1786
0.7242, 5822.37, 0.0985, 0.2179, 0.0689, 0.1320, 0.0985
0.7396, 5946.26, 0.0400, 0.1758, 0.1027, 0.1107, 0.0400
0.7550, 6070.14, 0.0770, 0.3934, 0.0222, 0.0593, 0.0770
0.7704, 6194.02, 0.0781, 0.2258, 0.0491, 0.1095, 0.0781
0.7858, 6317.90, 0.2255, 0.3005, 0.2672, 0.1297, 0.2255
0.8012, 6441.78, 0.3663, 0.0484, 0.5170, 0.1753, 0.3663
0.8166, 6565.66, 0.3997, 0.3495, 0.5351, 0.2499, 0.3997
0.8320, 6689.54, 0.1507, 0.1946, 0.1954, 0.3373, 0.1507
0.8474, 6813.42, 0.2178, 0.1201, 0.2487, 0.2251, 0.2178
0.8628, 6937.30, 0.3102, 0.2148, 0.3616, 0.1840, 0.3102
0.8783, 7061.18, 0.2819, 0.1452, 0.3806, 0.4336, 0.2819
0.8937, 7185.06, 0.1755, 0.0541, 0.2839, 0.5196, 0.1755
0.9091, 7308.94, 0.0458, 0.8057, 0.2749, 0.4812, 0.0458
0.9245, 7432.82, 0.0527, 1.3214, 0.3350, 0.2643, 0.0527
0.9399, 7556.70, 0.1690, 0.7975, 0.5011, 0.3356, 0.1690
0.9553, 7680.58, 0.3221, 0.8455, 0.5898, 0.4322, 0.3221
0.9707, 7804.46, 0.2170, 0.5518, 0.3956, 1.0488, 0.2170
0.9861, 7928.34, 0.8334, 0.8550, 0.8248, 1.8224, 0.8334
1.0015, 8052.22, 1.4227, 1.8701, 1.3456, 1.5315, 1.4227
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   75.4
Light pixel level ,  124.1
Dark level linear , 0.0875
Light level linear,  0.237

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1976,3277,2120
Edge center,3244.12292,2049.00000, pixels from upper-right
Edge angle,3.157
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.029
MTF50 LW/PH,   229
MTF50 Cy/Pxl, 0.029
MTF50P Cy/pxl, 0.029
MTF50P LW/PH,   229
MTF50P Cy/Pxl, 0.029
MTF30 Cy/pxl, 0.038
MTF30 LW/PH,   306
MTF30 Cy/Pxl, 0.038
MTF30P Cy/pxl, 0.038
MTF30P LW/PH,   306
MTF30P Cy/Pxl, 0.038
MTF20 Cy/pxl, 0.043
MTF20 LW/PH,   347
MTF20 Cy/Pxl, 0.043
MTF20P Cy/pxl, 0.043
MTF20P LW/PH,   347
MTF20P Cy/Pxl, 0.043
MTF Area Pk Norml Cy/pxl, 0.056
MTF Area Pk Norml LW/PH,   451
MTF Area Pk Norml Cy/Pxl, 0.056
MTF at Nyquist, 0.108
MTF50 Red Cy/pxl, 0.029
MTF50 Red Cy/Pxl, 0.029
MTF50 Green Cy/pxl, 0.028
MTF50 Green Cy/Pxl, 0.028
MTF50 Blue Cy/pxl, 0.031
MTF50 Blue Cy/Pxl, 0.031
Undersharpening %,22.191
MTF50,0.0285 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,17.471
Rise 10-80 pxls,15.054
Rise 10-70 pxls,12.831
Rise 20-80 pxls,12.311
Rise 20-70 pxls,10.088
Rises 10-90 per PH,230.0917
Rises 10-80 per PH,267.0417
Rises 10-70 per PH,313.2931
Rises 20-80 per PH,326.5503
Rises 20-70 per PH,398.4888
R1090 Red pxls, 16.83
R1090 Green pxls, 17.68
R1090 Blue pxls, 15.39
R1090 Lum pxls, 17.47
Sharpening radius,NaN
Overshoot %,2.984
Undershoot %,4.436
Dk & lt lvls,75.416, 124.0659
Lt/dk,1.645
Chromatic Aberration Area (pxls), 0.636
CA Crossing (pxls), 0.229
CA Crossing R-G (pixels),  0.235,Horiz (V-edge)
CA Crossing B-G (pixels),  0.040,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:45:23+02:00
Image Width                     , 6024
Image Height                    , 4020
