Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_100ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.85, 0.7707, 0.7737, 0.7678, 0.7899, 0.7707
0.0308,  247.70, 0.3168, 0.3268, 0.3094, 0.3600, 0.3168
0.0462,  371.56, 0.0163, 0.0273, 0.0158, 0.0356, 0.0163
0.0616,  495.41, 0.0514, 0.0423, 0.0542, 0.0515, 0.0514
0.0770,  619.26, 0.0106, 0.0151, 0.0133, 0.0148, 0.0106
0.0924,  743.11, 0.0448, 0.0330, 0.0527, 0.0475, 0.0448
0.1078,  866.97, 0.0355, 0.0100, 0.0425, 0.0424, 0.0355
0.1232,  990.82, 0.0120, 0.0391, 0.0142, 0.0172, 0.0120
0.1386, 1114.67, 0.0046, 0.0471, 0.0074, 0.0215, 0.0046
0.1540, 1238.52, 0.0063, 0.0249, 0.0090, 0.0482, 0.0063
0.1694, 1362.37, 0.0068, 0.0265, 0.0171, 0.0237, 0.0068
0.1849, 1486.23, 0.0020, 0.0491, 0.0132, 0.0183, 0.0020
0.2003, 1610.08, 0.0138, 0.0311, 0.0138, 0.0429, 0.0138
0.2157, 1733.93, 0.0147, 0.0239, 0.0187, 0.0398, 0.0147
0.2311, 1857.78, 0.0022, 0.0099, 0.0023, 0.0183, 0.0022
0.2465, 1981.64, 0.0166, 0.0074, 0.0199, 0.0114, 0.0166
0.2619, 2105.49, 0.0118, 0.0068, 0.0124, 0.0220, 0.0118
0.2773, 2229.34, 0.0020, 0.0081, 0.0025, 0.0204, 0.0020
0.2927, 2353.19, 0.0127, 0.0191, 0.0115, 0.0209, 0.0127
0.3081, 2477.04, 0.0124, 0.0350, 0.0084, 0.0142, 0.0124
0.3235, 2600.90, 0.0238, 0.0539, 0.0164, 0.0204, 0.0238
0.3389, 2724.75, 0.0207, 0.0394, 0.0181, 0.0125, 0.0207
0.3543, 2848.60, 0.0094, 0.0231, 0.0160, 0.0157, 0.0094
0.3697, 2972.45, 0.0105, 0.0208, 0.0203, 0.0161, 0.0105
0.3851, 3096.31, 0.0115, 0.0115, 0.0181, 0.0189, 0.0115
0.4005, 3220.16, 0.0138, 0.0124, 0.0174, 0.0032, 0.0138
0.4159, 3344.01, 0.0418, 0.0348, 0.0449, 0.0399, 0.0418
0.4313, 3467.86, 0.0224, 0.0265, 0.0205, 0.0306, 0.0224
0.4467, 3591.72, 0.0267, 0.0159, 0.0292, 0.0398, 0.0267
0.4621, 3715.57, 0.0197, 0.0064, 0.0216, 0.0397, 0.0197
0.4775, 3839.42, 0.0038, 0.0092, 0.0048, 0.0280, 0.0038
0.4929, 3963.27, 0.0087, 0.0227, 0.0054, 0.0130, 0.0087
0.5083, 4087.12, 0.0151, 0.0372, 0.0100, 0.0069, 0.0151
0.5238, 4210.98, 0.0081, 0.0336, 0.0095, 0.0051, 0.0081
0.5392, 4334.83, 0.0170, 0.0199, 0.0238, 0.0244, 0.0170
0.5546, 4458.68, 0.0321, 0.0310, 0.0346, 0.0444, 0.0321
0.5700, 4582.53, 0.0275, 0.0347, 0.0257, 0.0326, 0.0275
0.5854, 4706.39, 0.0322, 0.0525, 0.0292, 0.0244, 0.0322
0.6008, 4830.24, 0.0329, 0.0396, 0.0318, 0.0385, 0.0329
0.6162, 4954.09, 0.0271, 0.0376, 0.0258, 0.0232, 0.0271
0.6316, 5077.94, 0.0325, 0.0430, 0.0321, 0.0163, 0.0325
0.6470, 5201.79, 0.0745, 0.0676, 0.0783, 0.0638, 0.0745
0.6624, 5325.65, 0.0646, 0.0715, 0.0728, 0.0397, 0.0646
0.6778, 5449.50, 0.0407, 0.1121, 0.0308, 0.0512, 0.0407
0.6932, 5573.35, 0.0491, 0.1029, 0.0373, 0.0298, 0.0491
0.7086, 5697.20, 0.0245, 0.0572, 0.0466, 0.0237, 0.0245
0.7240, 5821.06, 0.0527, 0.0496, 0.0811, 0.0304, 0.0527
0.7394, 5944.91, 0.0768, 0.0365, 0.0993, 0.0262, 0.0768
0.7548, 6068.76, 0.0951, 0.1176, 0.1122, 0.0720, 0.0951
0.7702, 6192.61, 0.0521, 0.1250, 0.1101, 0.0823, 0.0521
0.7856, 6316.46, 0.0680, 0.1697, 0.0986, 0.0566, 0.0680
0.8010, 6440.32, 0.0668, 0.0683, 0.0922, 0.0666, 0.0668
0.8164, 6564.17, 0.0388, 0.0307, 0.0613, 0.0690, 0.0388
0.8318, 6688.02, 0.0357, 0.0410, 0.0466, 0.0346, 0.0357
0.8472, 6811.87, 0.0450, 0.0893, 0.0522, 0.0771, 0.0450
0.8627, 6935.73, 0.0420, 0.1130, 0.0828, 0.0342, 0.0420
0.8781, 7059.58, 0.0184, 0.1256, 0.0511, 0.0810, 0.0184
0.8935, 7183.43, 0.0172, 0.2997, 0.0943, 0.0168, 0.0172
0.9089, 7307.28, 0.0546, 0.2552, 0.0225, 0.1283, 0.0546
0.9243, 7431.13, 0.1103, 0.2691, 0.0719, 0.1485, 0.1103
0.9397, 7554.99, 0.1184, 0.2844, 0.0994, 0.0636, 0.1184
0.9551, 7678.84, 0.1195, 0.2160, 0.1343, 0.2236, 0.1195
0.9705, 7802.69, 0.1645, 0.1612, 0.1669, 0.1983, 0.1645
0.9859, 7926.54, 0.6475, 0.7768, 0.6541, 0.3686, 0.6475
1.0013, 8050.40, 0.9024, 0.7524, 0.9507, 0.9824, 0.9024
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
15.48, 0.978, 0.976, 0.993, 0.978, 0.017
15.98, 0.985, 0.984, 0.970, 0.983, 0.015
16.48, 0.987, 0.976, 0.997, 0.980, 0.021
16.98, 0.998, 0.989, 0.978, 0.990, 0.020
17.48, 0.999, 0.983, 0.998, 0.987, 0.016
17.98, 0.998, 0.992, 0.984, 0.992, 0.014
18.48, 1.004, 0.995, 1.004, 0.997, 0.009
18.98, 0.997, 0.996, 0.985, 0.995, 0.012
19.47, 0.995, 1.000, 1.003, 0.999, 0.007
19.97, 1.001, 1.005, 0.996, 1.004, 0.009
20.47, 0.993, 1.010, 1.000, 1.006, 0.017
20.97, 1.000, 0.998, 0.997, 0.998, 0.003
21.47, 0.992, 1.007, 0.992, 1.003, 0.015
21.97, 1.000, 0.994, 0.997, 0.995, 0.006
22.47, 1.001, 1.007, 0.991, 1.005, 0.017

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   75.0
Light pixel level ,  122.6
Dark level linear , 0.0865
Light level linear,  0.231

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.69399,2050.00000, pixels from upper-right
Edge angle,2.912
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.025
MTF50 LW/PH,   198
MTF50 Cy/Pxl, 0.025
MTF50P Cy/pxl, 0.025
MTF50P LW/PH,   198
MTF50P Cy/Pxl, 0.025
MTF30 Cy/pxl, 0.032
MTF30 LW/PH,   255
MTF30 Cy/Pxl, 0.032
MTF30P Cy/pxl, 0.032
MTF30P LW/PH,   255
MTF30P Cy/Pxl, 0.032
MTF20 Cy/pxl, 0.037
MTF20 LW/PH,   296
MTF20 Cy/Pxl, 0.037
MTF20P Cy/pxl, 0.037
MTF20P LW/PH,   296
MTF20P Cy/Pxl, 0.037
MTF Area Pk Norml Cy/pxl, 0.032
MTF Area Pk Norml LW/PH,   258
MTF Area Pk Norml Cy/Pxl, 0.032
MTF at Nyquist, 0.012
MTF50 Red Cy/pxl, 0.025
MTF50 Red Cy/Pxl, 0.025
MTF50 Green Cy/pxl, 0.024
MTF50 Green Cy/Pxl, 0.024
MTF50 Blue Cy/pxl, 0.026
MTF50 Blue Cy/Pxl, 0.026
Undersharpening %,21.965
MTF50,0.0246 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,21.605
Rise 10-80 pxls,18.266
Rise 10-70 pxls,15.595
Rise 20-80 pxls,15.257
Rise 20-70 pxls,12.587
Rises 10-90 per PH,186.0666
Rises 10-80 per PH,220.0846
Rises 10-70 per PH,257.7674
Rises 20-80 per PH,263.4836
Rises 20-70 per PH,319.3804
R1090 Red pxls, 21.42
R1090 Green pxls, 21.74
R1090 Blue pxls, 20.39
R1090 Lum pxls, 21.61
Sharpening radius,NaN
Overshoot %,1.130
Undershoot %,3.248
Dk & lt lvls,75.009, 122.5649
Lt/dk,1.634
Chromatic Aberration Area (pxls), 0.153
CA Crossing (pxls), 0.628
CA Crossing R-G (pixels),  0.643,Horiz (V-edge)
CA Crossing B-G (pixels),  0.265,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:47:56+02:00
Image Width                     , 6024
Image Height                    , 4020
