Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.80, 0.7799, 0.7724, 0.7841, 0.7627, 0.7799
0.0308,  247.60, 0.3284, 0.3304, 0.3354, 0.2629, 0.3284
0.0462,  371.40, 0.0112, 0.0261, 0.0246, 0.0821, 0.0112
0.0616,  495.20, 0.0603, 0.2007, 0.0514, 0.1079, 0.0603
0.0770,  619.00, 0.0143, 0.1783, 0.0710, 0.1011, 0.0143
0.0924,  742.80, 0.0595, 0.0441, 0.1018, 0.2018, 0.0595
0.1078,  866.60, 0.0947, 0.1122, 0.1912, 0.3030, 0.0947
0.1232,  990.40, 0.0666, 0.0881, 0.1493, 0.2883, 0.0666
0.1386, 1114.20, 0.0563, 0.0879, 0.0986, 0.2063, 0.0563
0.1540, 1238.00, 0.0621, 0.2266, 0.1262, 0.2566, 0.0621
0.1694, 1361.80, 0.0539, 0.2241, 0.0743, 0.1364, 0.0539
0.1848, 1485.60, 0.0378, 0.0461, 0.0849, 0.1786, 0.0378
0.2002, 1609.40, 0.0936, 0.1650, 0.1095, 0.2866, 0.0936
0.2156, 1733.20, 0.0811, 0.2890, 0.0917, 0.1704, 0.0811
0.2310, 1857.00, 0.1450, 0.1318, 0.2392, 0.1502, 0.1450
0.2464, 1980.80, 0.1359, 0.1778, 0.2000, 0.1797, 0.1359
0.2618, 2104.60, 0.0682, 0.0932, 0.1111, 0.1154, 0.0682
0.2772, 2228.40, 0.0693, 0.2693, 0.0672, 0.1097, 0.0693
0.2926, 2352.20, 0.0288, 0.2722, 0.0474, 0.1248, 0.0288
0.3080, 2476.01, 0.1104, 0.0731, 0.1665, 0.1507, 0.1104
0.3234, 2599.81, 0.1734, 0.0932, 0.2431, 0.0187, 0.1734
0.3388, 2723.61, 0.1811, 0.1437, 0.2230, 0.1058, 0.1811
0.3542, 2847.41, 0.1155, 0.1036, 0.1266, 0.0719, 0.1155
0.3696, 2971.21, 0.1761, 0.1693, 0.2029, 0.0357, 0.1761
0.3850, 3095.01, 0.1636, 0.1242, 0.1927, 0.0869, 0.1636
0.4003, 3218.81, 0.0508, 0.0722, 0.0518, 0.0387, 0.0508
0.4157, 3342.61, 0.1849, 0.2488, 0.1856, 0.1458, 0.1849
0.4311, 3466.41, 0.2495, 0.3098, 0.2420, 0.1742, 0.2495
0.4465, 3590.21, 0.2875, 0.3232, 0.2845, 0.2199, 0.2875
0.4619, 3714.01, 0.2517, 0.3094, 0.2476, 0.1513, 0.2517
0.4773, 3837.81, 0.1393, 0.1299, 0.1581, 0.0729, 0.1393
0.4927, 3961.61, 0.2025, 0.1544, 0.2246, 0.1719, 0.2025
0.5081, 4085.41, 0.1983, 0.1408, 0.2178, 0.2259, 0.1983
0.5235, 4209.21, 0.1073, 0.1444, 0.1080, 0.1400, 0.1073
0.5389, 4333.01, 0.0507, 0.0886, 0.0441, 0.0639, 0.0507
0.5543, 4456.81, 0.1405, 0.1604, 0.1566, 0.0589, 0.1405
0.5697, 4580.61, 0.2573, 0.2098, 0.2898, 0.1481, 0.2573
0.5851, 4704.41, 0.3057, 0.3595, 0.3083, 0.1545, 0.3057
0.6005, 4828.21, 0.3465, 0.3332, 0.3735, 0.1756, 0.3465
0.6159, 4952.01, 0.2485, 0.2484, 0.2541, 0.2281, 0.2485
0.6313, 5075.81, 0.0581, 0.1302, 0.0946, 0.3978, 0.0581
0.6467, 5199.61, 0.3005, 0.2264, 0.3013, 0.7022, 0.3005
0.6621, 5323.41, 0.4117, 0.3838, 0.4297, 0.6442, 0.4117
0.6775, 5447.21, 0.1513, 0.4506, 0.0582, 0.5542, 0.1513
0.6929, 5571.01, 0.0347, 0.4783, 0.1856, 0.2696, 0.0347
0.7083, 5694.81, 0.2177, 0.1647, 0.2512, 0.2750, 0.2177
0.7237, 5818.61, 0.7325, 1.0652, 0.6645, 0.5693, 0.7325
0.7391, 5942.41, 0.5712, 0.7039, 0.6034, 0.3174, 0.5712
0.7545, 6066.21, 0.5869, 0.5473, 0.6687, 0.6710, 0.5869
0.7699, 6190.01, 0.6880, 0.5000, 0.8252, 0.3447, 0.6880
0.7853, 6313.81, 0.5037, 0.9544, 0.4454, 0.1277, 0.5037
0.8007, 6437.61, 0.3132, 1.0926, 0.0910, 0.3560, 0.3132
0.8161, 6561.41, 0.2250, 0.6143, 0.1181, 0.7703, 0.2250
0.8315, 6685.21, 0.2950, 0.5435, 0.5104, 0.6689, 0.2950
0.8469, 6809.01, 0.0513, 0.6033, 0.2287, 0.6590, 0.0513
0.8623, 6932.81, 0.3498, 0.4548, 0.3641, 0.9518, 0.3498
0.8777, 7056.61, 0.2788, 0.9884, 0.3135, 1.1248, 0.2788
0.8931, 7180.42, 0.2893, 1.5414, 0.3353, 0.8631, 0.2893
0.9085, 7304.22, 0.3897, 1.5058, 0.7880, 0.3697, 0.3897
0.9239, 7428.02, 0.8485, 0.2093, 1.2895, 0.4810, 0.8485
0.9393, 7551.82, 0.7603, 0.2657, 1.0297, 0.4242, 0.7603
0.9547, 7675.62, 0.4286, 0.3592, 0.4825, 0.4274, 0.4286
0.9701, 7799.42, 0.9192, 0.3997, 1.1786, 0.1504, 0.9192
0.9855, 7923.22, 1.0730, 1.4915, 1.2888, 0.3473, 1.0730
1.0009, 8047.02, 1.0112, 2.0000, 1.0774, 1.2075, 1.0112
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
16.49, 0.938, 0.960, 1.009, 0.959, 0.071
16.99, 0.965, 0.993, 1.064, 0.992, 0.100
17.48, 0.961, 0.928, 1.043, 0.943, 0.115
17.98, 0.962, 1.012, 1.076, 1.006, 0.114
18.48, 1.022, 0.967, 1.069, 0.986, 0.103
18.98, 1.010, 1.000, 1.015, 1.003, 0.016
19.48, 0.970, 0.962, 1.083, 0.973, 0.121
19.98, 1.009, 1.000, 1.014, 1.003, 0.014
20.48, 0.947, 0.975, 1.055, 0.975, 0.108
20.98, 1.001, 1.017, 0.994, 1.012, 0.024

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   79.0
Light pixel level ,  126.8
Dark level linear , 0.0959
Light level linear,  0.247

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.75567,2050.00000, pixels from upper-right
Edge angle,2.393
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.025
MTF50 LW/PH,   201
MTF50 Cy/Pxl, 0.025
MTF50P Cy/pxl, 0.025
MTF50P LW/PH,   201
MTF50P Cy/Pxl, 0.025
MTF30 Cy/pxl, 0.032
MTF30 LW/PH,   259
MTF30 Cy/Pxl, 0.032
MTF30P Cy/pxl, 0.032
MTF30P LW/PH,   259
MTF30P Cy/Pxl, 0.032
MTF20 Cy/pxl, 0.037
MTF20 LW/PH,   298
MTF20 Cy/Pxl, 0.037
MTF20P Cy/pxl, 0.037
MTF20P LW/PH,   298
MTF20P Cy/Pxl, 0.037
MTF Area Pk Norml Cy/pxl, 0.079
MTF Area Pk Norml LW/PH,   635
MTF Area Pk Norml Cy/Pxl, 0.079
MTF at Nyquist, 0.200
MTF50 Red Cy/pxl, 0.025
MTF50 Red Cy/Pxl, 0.025
MTF50 Green Cy/pxl, 0.025
MTF50 Green Cy/Pxl, 0.025
MTF50 Blue Cy/pxl, 0.023
MTF50 Blue Cy/Pxl, 0.023
Undersharpening %,21.392
MTF50,0.0249 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,20.901
Rise 10-80 pxls,17.069
Rise 10-70 pxls,15.056
Rise 20-80 pxls,14.133
Rise 20-70 pxls,12.120
Rises 10-90 per PH,192.3383
Rises 10-80 per PH,235.5184
Rises 10-70 per PH,267.0070
Rises 20-80 per PH,284.4353
Rises 20-70 per PH,331.6744
R1090 Red pxls, 18.98
R1090 Green pxls, 21.53
R1090 Blue pxls, 20.25
R1090 Lum pxls, 20.90
Sharpening radius,NaN
Overshoot %,4.279
Undershoot %,7.275
Dk & lt lvls,78.962, 126.7964
Lt/dk,1.606
Chromatic Aberration Area (pxls), 0.345
CA Crossing (pxls), 1.166
CA Crossing R-G (pixels),  1.191,Horiz (V-edge)
CA Crossing B-G (pixels),  0.549,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:50:44+02:00
Image Width                     , 6024
Image Height                    , 4020
