Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.90, 0.8296, 0.8313, 0.8276, 0.8444, 0.8296
0.0308,  247.80, 0.4490, 0.4515, 0.4435, 0.4957, 0.4490
0.0462,  371.70, 0.1172, 0.1265, 0.1095, 0.1659, 0.1172
0.0616,  495.59, 0.0419, 0.0316, 0.0470, 0.0252, 0.0419
0.0771,  619.49, 0.0614, 0.0654, 0.0604, 0.0629, 0.0614
0.0925,  743.39, 0.0086, 0.0159, 0.0071, 0.0162, 0.0086
0.1079,  867.29, 0.0415, 0.0352, 0.0442, 0.0353, 0.0415
0.1233,  991.19, 0.0474, 0.0439, 0.0475, 0.0650, 0.0474
0.1387, 1115.09, 0.0358, 0.0524, 0.0421, 0.0572, 0.0358
0.1541, 1238.98, 0.0159, 0.0472, 0.0266, 0.0094, 0.0159
0.1695, 1362.88, 0.0116, 0.0341, 0.0086, 0.0231, 0.0116
0.1849, 1486.78, 0.0217, 0.0355, 0.0254, 0.0327, 0.0217
0.2003, 1610.68, 0.0198, 0.0248, 0.0230, 0.0369, 0.0198
0.2157, 1734.58, 0.0045, 0.0087, 0.0039, 0.0187, 0.0045
0.2312, 1858.48, 0.0137, 0.0116, 0.0198, 0.0127, 0.0137
0.2466, 1982.38, 0.0191, 0.0017, 0.0274, 0.0101, 0.0191
0.2620, 2106.27, 0.0136, 0.0175, 0.0128, 0.0202, 0.0136
0.2774, 2230.17, 0.0226, 0.0202, 0.0230, 0.0295, 0.0226
0.2928, 2354.07, 0.0341, 0.0174, 0.0396, 0.0281, 0.0341
0.3082, 2477.97, 0.0180, 0.0064, 0.0238, 0.0141, 0.0180
0.3236, 2601.87, 0.0130, 0.0193, 0.0146, 0.0053, 0.0130
0.3390, 2725.77, 0.0132, 0.0205, 0.0127, 0.0039, 0.0132
0.3544, 2849.66, 0.0030, 0.0095, 0.0016, 0.0058, 0.0030
0.3698, 2973.56, 0.0076, 0.0080, 0.0085, 0.0129, 0.0076
0.3853, 3097.46, 0.0117, 0.0120, 0.0124, 0.0068, 0.0117
0.4007, 3221.36, 0.0158, 0.0307, 0.0116, 0.0168, 0.0158
0.4161, 3345.26, 0.0049, 0.0108, 0.0096, 0.0116, 0.0049
0.4315, 3469.16, 0.0153, 0.0305, 0.0142, 0.0143, 0.0153
0.4469, 3593.06, 0.0180, 0.0282, 0.0163, 0.0134, 0.0180
0.4623, 3716.95, 0.0132, 0.0178, 0.0129, 0.0082, 0.0132
0.4777, 3840.85, 0.0235, 0.0284, 0.0231, 0.0259, 0.0235
0.4931, 3964.75, 0.0057, 0.0087, 0.0049, 0.0215, 0.0057
0.5085, 4088.65, 0.0358, 0.0352, 0.0380, 0.0215, 0.0358
0.5239, 4212.55, 0.0237, 0.0215, 0.0277, 0.0230, 0.0237
0.5394, 4336.45, 0.0132, 0.0068, 0.0157, 0.0229, 0.0132
0.5548, 4460.34, 0.0139, 0.0057, 0.0175, 0.0222, 0.0139
0.5702, 4584.24, 0.0299, 0.0264, 0.0341, 0.0181, 0.0299
0.5856, 4708.14, 0.0449, 0.0385, 0.0531, 0.0071, 0.0449
0.6010, 4832.04, 0.0448, 0.0349, 0.0530, 0.0041, 0.0448
0.6164, 4955.94, 0.0367, 0.0180, 0.0467, 0.0063, 0.0367
0.6318, 5079.84, 0.0519, 0.0660, 0.0581, 0.0291, 0.0519
0.6472, 5203.74, 0.0336, 0.0507, 0.0338, 0.0131, 0.0336
0.6626, 5327.63, 0.0297, 0.0223, 0.0402, 0.0115, 0.0297
0.6781, 5451.53, 0.0504, 0.0708, 0.0534, 0.0059, 0.0504
0.6935, 5575.43, 0.0425, 0.0959, 0.0276, 0.0525, 0.0425
0.7089, 5699.33, 0.0288, 0.1032, 0.0240, 0.0226, 0.0288
0.7243, 5823.23, 0.0345, 0.0791, 0.0535, 0.0335, 0.0345
0.7397, 5947.13, 0.0517, 0.0868, 0.0537, 0.0622, 0.0517
0.7551, 6071.02, 0.0309, 0.0576, 0.0281, 0.0526, 0.0309
0.7705, 6194.92, 0.0340, 0.0468, 0.0303, 0.0447, 0.0340
0.7859, 6318.82, 0.0414, 0.0454, 0.0518, 0.0479, 0.0414
0.8013, 6442.72, 0.0519, 0.0363, 0.0681, 0.0794, 0.0519
0.8167, 6566.62, 0.0313, 0.0776, 0.0189, 0.0795, 0.0313
0.8322, 6690.52, 0.0537, 0.1572, 0.0327, 0.1061, 0.0537
0.8476, 6814.42, 0.0547, 0.0789, 0.0749, 0.0232, 0.0547
0.8630, 6938.31, 0.0085, 0.0692, 0.0288, 0.0246, 0.0085
0.8784, 7062.21, 0.0826, 0.1377, 0.1096, 0.0545, 0.0826
0.8938, 7186.11, 0.0480, 0.2310, 0.0743, 0.0654, 0.0480
0.9092, 7310.01, 0.0258, 0.1667, 0.0572, 0.2078, 0.0258
0.9246, 7433.91, 0.0852, 0.0665, 0.1450, 0.2194, 0.0852
0.9400, 7557.81, 0.0718, 0.1055, 0.0810, 0.0979, 0.0718
0.9554, 7681.70, 0.0572, 0.2059, 0.1692, 0.3199, 0.0572
0.9708, 7805.60, 0.2165, 0.4448, 0.1197, 0.5487, 0.2165
0.9863, 7929.50, 0.4816, 0.5209, 0.4677, 0.5316, 0.4816
1.0017, 8053.40, 0.8005, 0.7604, 0.8253, 0.8387, 0.8005
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   72.8
Light pixel level ,  121.0
Dark level linear , 0.0816
Light level linear,  0.225

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1976,3277,2120
Edge center,3244.04965,2049.00000, pixels from upper-right
Edge angle,3.306
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.029
MTF50 LW/PH,   231
MTF50 Cy/Pxl, 0.029
MTF50P Cy/pxl, 0.029
MTF50P LW/PH,   231
MTF50P Cy/Pxl, 0.029
MTF30 Cy/pxl, 0.038
MTF30 LW/PH,   303
MTF30 Cy/Pxl, 0.038
MTF30P Cy/pxl, 0.038
MTF30P LW/PH,   303
MTF30P Cy/Pxl, 0.038
MTF20 Cy/pxl, 0.042
MTF20 LW/PH,   341
MTF20 Cy/Pxl, 0.042
MTF20P Cy/pxl, 0.042
MTF20P LW/PH,   341
MTF20P Cy/Pxl, 0.042
MTF Area Pk Norml Cy/pxl, 0.038
MTF Area Pk Norml LW/PH,   308
MTF Area Pk Norml Cy/Pxl, 0.038
MTF at Nyquist, 0.019
MTF50 Red Cy/pxl, 0.029
MTF50 Red Cy/Pxl, 0.029
MTF50 Green Cy/pxl, 0.029
MTF50 Green Cy/Pxl, 0.029
MTF50 Blue Cy/pxl, 0.031
MTF50 Blue Cy/Pxl, 0.031
Undersharpening %,21.591
MTF50,0.0288 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,17.666
Rise 10-80 pxls,15.105
Rise 10-70 pxls,12.781
Rise 20-80 pxls,12.929
Rise 20-70 pxls,10.605
Rises 10-90 per PH,227.5499
Rises 10-80 per PH,266.1432
Rises 10-70 per PH,314.5325
Rises 20-80 per PH,310.9249
Rises 20-70 per PH,379.0526
R1090 Red pxls, 17.44
R1090 Green pxls, 17.77
R1090 Blue pxls, 16.74
R1090 Lum pxls, 17.67
Sharpening radius,NaN
Overshoot %,2.151
Undershoot %,3.172
Dk & lt lvls,72.844, 121.0283
Lt/dk,1.661
Chromatic Aberration Area (pxls), 0.294
CA Crossing (pxls), 0.343
CA Crossing R-G (pixels),  0.018,Horiz (V-edge)
CA Crossing B-G (pixels),  0.352,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:47:59+02:00
Image Width                     , 6024
Image Height                    , 4020
