Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_100ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  124.02, 0.8676, 0.8633, 0.8668, 0.8871, 0.8676
0.0309,  248.04, 0.5338, 0.5237, 0.5313, 0.5870, 0.5338
0.0463,  372.06, 0.2084, 0.2009, 0.2051, 0.2651, 0.2084
0.0617,  496.08, 0.0151, 0.0187, 0.0132, 0.0513, 0.0151
0.0771,  620.10, 0.0714, 0.0841, 0.0703, 0.0487, 0.0714
0.0926,  744.12, 0.0498, 0.0674, 0.0448, 0.0509, 0.0498
0.1080,  868.14, 0.0029, 0.0331, 0.0096, 0.0209, 0.0029
0.1234,  992.16, 0.0324, 0.0183, 0.0423, 0.0246, 0.0324
0.1388, 1116.18, 0.0600, 0.0486, 0.0658, 0.0472, 0.0600
0.1543, 1240.20, 0.0402, 0.0313, 0.0470, 0.0265, 0.0402
0.1697, 1364.22, 0.0247, 0.0335, 0.0342, 0.0442, 0.0247
0.1851, 1488.24, 0.0140, 0.0512, 0.0215, 0.0432, 0.0140
0.2005, 1612.26, 0.0008, 0.0298, 0.0053, 0.0306, 0.0008
0.2160, 1736.28, 0.0103, 0.0137, 0.0105, 0.0190, 0.0103
0.2314, 1860.30, 0.0301, 0.0226, 0.0363, 0.0246, 0.0301
0.2468, 1984.32, 0.0268, 0.0345, 0.0284, 0.0157, 0.0268
0.2622, 2108.34, 0.0248, 0.0371, 0.0231, 0.0086, 0.0248
0.2777, 2232.36, 0.0382, 0.0410, 0.0397, 0.0256, 0.0382
0.2931, 2356.38, 0.0186, 0.0385, 0.0224, 0.0099, 0.0186
0.3085, 2480.40, 0.0259, 0.0049, 0.0355, 0.0070, 0.0259
0.3239, 2604.43, 0.0227, 0.0115, 0.0313, 0.0093, 0.0227
0.3394, 2728.45, 0.0280, 0.0164, 0.0338, 0.0064, 0.0280
0.3548, 2852.47, 0.0360, 0.0465, 0.0351, 0.0159, 0.0360
0.3702, 2976.49, 0.0117, 0.0315, 0.0059, 0.0153, 0.0117
0.3856, 3100.51, 0.0121, 0.0234, 0.0095, 0.0283, 0.0121
0.4011, 3224.53, 0.0178, 0.0166, 0.0185, 0.0150, 0.0178
0.4165, 3348.55, 0.0348, 0.0508, 0.0324, 0.0156, 0.0348
0.4319, 3472.57, 0.0068, 0.0318, 0.0007, 0.0010, 0.0068
0.4473, 3596.59, 0.0096, 0.0118, 0.0155, 0.0135, 0.0096
0.4628, 3720.61, 0.0168, 0.0179, 0.0181, 0.0104, 0.0168
0.4782, 3844.63, 0.0151, 0.0175, 0.0154, 0.0074, 0.0151
0.4936, 3968.65, 0.0272, 0.0210, 0.0294, 0.0285, 0.0272
0.5090, 4092.67, 0.0183, 0.0180, 0.0200, 0.0215, 0.0183
0.5245, 4216.69, 0.0249, 0.0282, 0.0248, 0.0235, 0.0249
0.5399, 4340.71, 0.0334, 0.0337, 0.0347, 0.0229, 0.0334
0.5553, 4464.73, 0.0743, 0.0688, 0.0797, 0.0427, 0.0743
0.5707, 4588.75, 0.0914, 0.0782, 0.0977, 0.0674, 0.0914
0.5862, 4712.77, 0.0651, 0.0530, 0.0696, 0.0584, 0.0651
0.6016, 4836.79, 0.0421, 0.0325, 0.0457, 0.0341, 0.0421
0.6170, 4960.81, 0.0531, 0.0473, 0.0560, 0.0550, 0.0531
0.6324, 5084.83, 0.0305, 0.0186, 0.0339, 0.0442, 0.0305
0.6479, 5208.85, 0.0155, 0.0361, 0.0124, 0.0260, 0.0155
0.6633, 5332.87, 0.0568, 0.0844, 0.0541, 0.0216, 0.0568
0.6787, 5456.89, 0.0576, 0.0771, 0.0556, 0.0287, 0.0576
0.6941, 5580.91, 0.0494, 0.0357, 0.0545, 0.0468, 0.0494
0.7096, 5704.93, 0.0358, 0.0225, 0.0482, 0.0463, 0.0358
0.7250, 5828.95, 0.0217, 0.0813, 0.0243, 0.0807, 0.0217
0.7404, 5952.97, 0.0332, 0.0402, 0.0607, 0.0954, 0.0332
0.7558, 6076.99, 0.0666, 0.0193, 0.0982, 0.0384, 0.0666
0.7713, 6201.01, 0.0401, 0.0437, 0.0603, 0.0690, 0.0401
0.7867, 6325.03, 0.0371, 0.0591, 0.0506, 0.0720, 0.0371
0.8021, 6449.05, 0.0305, 0.0442, 0.0315, 0.0396, 0.0305
0.8175, 6573.07, 0.0490, 0.0957, 0.0368, 0.0663, 0.0490
0.8330, 6697.09, 0.0767, 0.1103, 0.0754, 0.0798, 0.0767
0.8484, 6821.11, 0.0600, 0.1281, 0.0501, 0.0960, 0.0600
0.8638, 6945.13, 0.0941, 0.2505, 0.0680, 0.0956, 0.0941
0.8792, 7069.15, 0.0869, 0.2053, 0.1016, 0.0400, 0.0869
0.8947, 7193.17, 0.0878, 0.1952, 0.0755, 0.0096, 0.0878
0.9101, 7317.19, 0.0614, 0.1262, 0.0659, 0.1285, 0.0614
0.9255, 7441.21, 0.1343, 0.1446, 0.1534, 0.1970, 0.1343
0.9409, 7565.24, 0.1336, 0.3105, 0.1399, 0.0422, 0.1336
0.9564, 7689.26, 0.1078, 0.3441, 0.0604, 0.0940, 0.1078
0.9718, 7813.28, 0.5109, 0.3395, 0.5346, 0.7602, 0.5109
0.9872, 7937.30, 1.5511, 1.4810, 1.5780, 1.5076, 1.5511
1.0027, 8061.32, 1.9372, 1.9825, 1.9497, 1.6961, 1.9372
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.032
MTF50 LW/PH,   261
MTF50 Cy/Pxl, 0.032
MTF50P Cy/pxl, 0.032
MTF50P LW/PH,   261
MTF50P Cy/Pxl, 0.032
MTF30 Cy/pxl, 0.042
MTF30 LW/PH,   337
MTF30 Cy/Pxl, 0.042
MTF30P Cy/pxl, 0.042
MTF30P LW/PH,   337
MTF30P Cy/Pxl, 0.042
MTF20 Cy/pxl, 0.047
MTF20 LW/PH,   377
MTF20 Cy/Pxl, 0.047
MTF20P Cy/pxl, 0.047
MTF20P LW/PH,   377
MTF20P Cy/Pxl, 0.047
MTF Area Pk Norml Cy/pxl, 0.044
MTF Area Pk Norml LW/PH,   353
MTF Area Pk Norml Cy/Pxl, 0.044
MTF at Nyquist, 0.024
MTF50 Red Cy/pxl, 0.032
MTF50 Red Cy/Pxl, 0.032
MTF50 Green Cy/pxl, 0.032
MTF50 Green Cy/Pxl, 0.032
MTF50 Blue Cy/pxl, 0.035
MTF50 Blue Cy/Pxl, 0.035
Undersharpening %,21.998
MTF50,0.0325 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,15.102
Rise 10-80 pxls,12.952
Rise 10-70 pxls,10.936
Rise 20-80 pxls,10.922
Rise 20-70 pxls,8.906
Rises 10-90 per PH,266.1869
Rises 10-80 per PH,310.3675
Rises 10-70 per PH,367.5813
Rises 20-80 per PH,368.0588
Rises 20-70 per PH,451.3741
R1090 Red pxls, 15.25
R1090 Green pxls, 15.11
R1090 Blue pxls, 14.28
R1090 Lum pxls, 15.10
Sharpening radius,NaN
Overshoot %,1.304
Undershoot %,2.710
Dk & lt lvls,71.599, 119.8674
Lt/dk,1.674
Chromatic Aberration Area (pxls), 0.297
CA Crossing (pxls), 0.108
CA Crossing R-G (pixels),  0.102,Horiz (V-edge)
CA Crossing B-G (pixels),  0.111,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:45:26+02:00
Image Width                     , 6024
Image Height                    , 4020
