Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_6400ISO_+1EV_Dist1_OFF_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.82, 0.7788, 0.7259, 0.7931, 0.7877, 0.7788
0.0308,  247.65, 0.3193, 0.2889, 0.3262, 0.3374, 0.3193
0.0462,  371.47, 0.0085, 0.0584, 0.0145, 0.0650, 0.0085
0.0616,  495.29, 0.0717, 0.0733, 0.0967, 0.0312, 0.0717
0.0770,  619.12, 0.0291, 0.1398, 0.0715, 0.0454, 0.0291
0.0924,  742.94, 0.0649, 0.1656, 0.0655, 0.1820, 0.0649
0.1078,  866.76, 0.0500, 0.1526, 0.0991, 0.2476, 0.0500
0.1232,  990.59, 0.0301, 0.1116, 0.0222, 0.2127, 0.0301
0.1386, 1114.41, 0.0543, 0.1054, 0.0567, 0.1439, 0.0543
0.1540, 1238.23, 0.1083, 0.2879, 0.1431, 0.1348, 0.1083
0.1694, 1362.06, 0.1273, 0.3103, 0.1839, 0.1925, 0.1273
0.1848, 1485.88, 0.1300, 0.1772, 0.2402, 0.1656, 0.1300
0.2002, 1609.70, 0.1982, 0.1163, 0.2734, 0.0541, 0.1982
0.2156, 1733.53, 0.1698, 0.2665, 0.1502, 0.1255, 0.1698
0.2310, 1857.35, 0.1292, 0.3152, 0.1024, 0.1752, 0.1292
0.2464, 1981.18, 0.2576, 0.4943, 0.2502, 0.2032, 0.2576
0.2618, 2105.00, 0.2249, 0.2907, 0.2397, 0.2296, 0.2249
0.2772, 2228.82, 0.2433, 0.2545, 0.2425, 0.2369, 0.2433
0.2926, 2352.65, 0.2229, 0.3904, 0.1848, 0.2031, 0.2229
0.3080, 2476.47, 0.0632, 0.1357, 0.1317, 0.0569, 0.0632
0.3234, 2600.29, 0.0969, 0.3440, 0.0493, 0.1248, 0.0969
0.3388, 2724.12, 0.2111, 0.3325, 0.2494, 0.3465, 0.2111
0.3542, 2847.94, 0.1233, 0.0222, 0.1520, 0.2835, 0.1233
0.3696, 2971.76, 0.1559, 0.2527, 0.1372, 0.1474, 0.1559
0.3850, 3095.59, 0.2062, 0.3457, 0.1858, 0.1668, 0.2062
0.4004, 3219.41, 0.1073, 0.3132, 0.0918, 0.1099, 0.1073
0.4158, 3343.23, 0.0931, 0.1887, 0.1067, 0.1009, 0.0931
0.4312, 3467.06, 0.1490, 0.1611, 0.1521, 0.1637, 0.1490
0.4466, 3590.88, 0.1812, 0.1621, 0.2049, 0.0952, 0.1812
0.4620, 3714.70, 0.1274, 0.1139, 0.1468, 0.0178, 0.1274
0.4774, 3838.53, 0.1016, 0.0842, 0.1065, 0.1473, 0.1016
0.4928, 3962.35, 0.1664, 0.1355, 0.1768, 0.1902, 0.1664
0.5082, 4086.17, 0.1017, 0.1959, 0.0853, 0.0649, 0.1017
0.5236, 4210.00, 0.0512, 0.0971, 0.0411, 0.0934, 0.0512
0.5390, 4333.82, 0.1927, 0.1936, 0.1930, 0.2034, 0.1927
0.5544, 4457.64, 0.1248, 0.0659, 0.1417, 0.1360, 0.1248
0.5698, 4581.47, 0.1802, 0.1869, 0.1837, 0.2206, 0.1802
0.5852, 4705.29, 0.2424, 0.2727, 0.2331, 0.3343, 0.2424
0.6006, 4829.11, 0.1829, 0.2094, 0.2032, 0.3911, 0.1829
0.6160, 4952.94, 0.0150, 0.1670, 0.0621, 0.0618, 0.0150
0.6314, 5076.76, 0.1187, 0.0811, 0.1614, 0.2477, 0.1187
0.6468, 5200.58, 0.2811, 0.1022, 0.3560, 0.2527, 0.2811
0.6622, 5324.41, 0.1315, 0.2703, 0.1314, 0.0846, 0.1315
0.6776, 5448.23, 0.1495, 0.0752, 0.1481, 0.3874, 0.1495
0.6930, 5572.05, 0.2737, 0.0357, 0.3168, 0.5927, 0.2737
0.7084, 5695.88, 0.4889, 0.3719, 0.5471, 0.4158, 0.4889
0.7238, 5819.70, 0.5533, 0.7072, 0.5666, 0.1267, 0.5533
0.7392, 5943.53, 0.3024, 0.5070, 0.2763, 0.0888, 0.3024
0.7546, 6067.35, 0.4345, 1.1795, 0.3154, 0.2209, 0.4345
0.7700, 6191.17, 0.4329, 1.4668, 0.2600, 0.6273, 0.4329
0.7854, 6315.00, 0.1421, 0.8330, 0.3274, 0.5405, 0.1421
0.8008, 6438.82, 0.3073, 0.4365, 0.3791, 0.7136, 0.3073
0.8162, 6562.64, 0.7816, 1.6517, 0.6937, 1.1377, 0.7816
0.8316, 6686.47, 0.4018, 1.5608, 0.1819, 1.3051, 0.4018
0.8471, 6810.29, 0.4651, 0.3473, 0.6348, 0.9496, 0.4651
0.8625, 6934.11, 0.5236, 1.0180, 0.4146, 0.5640, 0.5236
0.8779, 7057.94, 0.4409, 0.7596, 0.4305, 0.2845, 0.4409
0.8933, 7181.76, 0.5552, 0.5696, 0.8038, 0.3524, 0.5552
0.9087, 7305.58, 0.1938, 1.5117, 0.2804, 0.7960, 0.1938
0.9241, 7429.41, 0.1748, 1.6884, 0.6400, 0.8865, 0.1748
0.9395, 7553.23, 0.4746, 1.3900, 0.2632, 0.0848, 0.4746
0.9549, 7677.05, 0.5846, 2.0000, 0.4904, 0.3229, 0.5846
0.9703, 7800.88, 1.1080, 2.0000, 0.8075, 2.0000, 1.1080
0.9857, 7924.70, 2.0000, 2.0000, 2.0000, 2.0000, 2.0000
1.0011, 8048.52, 2.0000, 2.0000, 2.0000, 2.0000, 2.0000
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
16.48, 0.886, 1.071, 1.035, 1.027, 0.185
16.98, 0.897, 1.041, 1.065, 1.010, 0.168
17.48, 0.917, 1.025, 0.979, 0.997, 0.109
17.98, 0.887, 1.020, 1.001, 0.988, 0.133
18.48, 0.946, 1.001, 0.982, 0.987, 0.055
18.98, 0.912, 1.057, 1.026, 1.022, 0.144
19.48, 0.927, 1.032, 1.018, 1.007, 0.106
19.98, 0.883, 1.064, 1.052, 1.022, 0.181
20.48, 0.858, 1.025, 1.031, 0.988, 0.172
20.98, 0.898, 1.038, 1.038, 1.006, 0.140

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   76.1
Light pixel level ,  122.1
Dark level linear , 0.0890
Light level linear,  0.229

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.03578,2050.00000, pixels from upper-right
Edge angle,2.637
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.025
MTF50 LW/PH,   199
MTF50 Cy/Pxl, 0.025
MTF50P Cy/pxl, 0.025
MTF50P LW/PH,   199
MTF50P Cy/Pxl, 0.025
MTF30 Cy/pxl, 0.032
MTF30 LW/PH,   255
MTF30 Cy/Pxl, 0.032
MTF30P Cy/pxl, 0.032
MTF30P LW/PH,   255
MTF30P Cy/Pxl, 0.032
MTF20 Cy/pxl, 0.037
MTF20 LW/PH,   295
MTF20 Cy/Pxl, 0.037
MTF20P Cy/pxl, 0.037
MTF20P LW/PH,   295
MTF20P Cy/Pxl, 0.037
MTF Area Pk Norml Cy/pxl, 0.085
MTF Area Pk Norml LW/PH,   687
MTF Area Pk Norml Cy/Pxl, 0.085
MTF at Nyquist, 0.136
MTF50 Red Cy/pxl, 0.023
MTF50 Red Cy/Pxl, 0.023
MTF50 Green Cy/pxl, 0.025
MTF50 Green Cy/Pxl, 0.025
MTF50 Blue Cy/pxl, 0.025
MTF50 Blue Cy/Pxl, 0.025
Undersharpening %,21.325
MTF50,0.0247 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,19.599
Rise 10-80 pxls,16.095
Rise 10-70 pxls,13.310
Rise 20-80 pxls,14.084
Rise 20-70 pxls,11.299
Rises 10-90 per PH,205.1161
Rises 10-80 per PH,249.7697
Rises 10-70 per PH,302.0299
Rises 20-80 per PH,285.4372
Rises 20-70 per PH,355.7908
R1090 Red pxls, 26.40
R1090 Green pxls, 17.24
R1090 Blue pxls, 20.98
R1090 Lum pxls, 19.60
Sharpening radius,NaN
Overshoot %,4.525
Undershoot %,6.461
Dk & lt lvls,76.089, 122.1331
Lt/dk,1.605
Chromatic Aberration Area (pxls), 3.127
CA Crossing (pxls), 1.046
CA Crossing R-G (pixels), -0.981,Horiz (V-edge)
CA Crossing B-G (pixels),  0.089,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:50:44+02:00
Image Width                     , 6024
Image Height                    , 4020
