Imatest,24.2.6, Master, SFR
File,sports ball_18.0 mm_25600ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:55:15,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/ball+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.83, 0.7813, 0.8325, 0.7672, 0.7785, 0.7813
0.0308,  247.66, 0.3623, 0.4573, 0.3454, 0.3074, 0.3623
0.0462,  371.49, 0.0559, 0.1837, 0.0635, 0.0665, 0.0559
0.0616,  495.32, 0.0668, 0.0453, 0.0600, 0.2193, 0.0668
0.0770,  619.15, 0.0433, 0.0840, 0.0367, 0.4527, 0.0433
0.0924,  742.97, 0.0426, 0.4968, 0.1826, 0.4903, 0.0426
0.1078,  866.80, 0.1380, 0.6918, 0.2438, 0.3036, 0.1380
0.1232,  990.63, 0.2045, 0.4190, 0.1892, 0.0940, 0.2045
0.1386, 1114.46, 0.1327, 0.0561, 0.1754, 0.1436, 0.1327
0.1540, 1238.29, 0.0651, 0.5095, 0.1891, 0.3420, 0.0651
0.1694, 1362.12, 0.0360, 0.6108, 0.1630, 0.3542, 0.0360
0.1848, 1485.95, 0.1970, 0.3702, 0.2811, 0.2302, 0.1970
0.2002, 1609.78, 0.1198, 0.3146, 0.1237, 0.1653, 0.1198
0.2156, 1733.61, 0.1351, 0.1023, 0.1758, 0.1314, 0.1351
0.2310, 1857.44, 0.1471, 0.2332, 0.1685, 0.0316, 0.1471
0.2464, 1981.26, 0.3727, 0.4518, 0.3993, 0.2209, 0.3727
0.2618, 2105.09, 0.3053, 0.4145, 0.3495, 0.3172, 0.3053
0.2772, 2228.92, 0.0869, 0.2008, 0.1514, 0.1666, 0.0869
0.2926, 2352.75, 0.2641, 0.4639, 0.2468, 0.2520, 0.2641
0.3080, 2476.58, 0.4718, 0.9005, 0.3968, 0.4745, 0.4718
0.3234, 2600.41, 0.3284, 0.5859, 0.3102, 0.2748, 0.3284
0.3388, 2724.24, 0.2980, 0.4131, 0.3168, 0.1918, 0.2980
0.3542, 2848.07, 0.2503, 0.2910, 0.2732, 0.2689, 0.2503
0.3696, 2971.90, 0.2856, 0.2277, 0.3219, 0.1291, 0.2856
0.3850, 3095.73, 0.0802, 0.0241, 0.1077, 0.1391, 0.0802
0.4004, 3219.55, 0.3056, 0.3475, 0.3010, 0.2705, 0.3056
0.4158, 3343.38, 0.2809, 0.2219, 0.3025, 0.3601, 0.2809
0.4312, 3467.21, 0.2085, 0.1060, 0.2620, 0.2571, 0.2085
0.4466, 3591.04, 0.2123, 0.1856, 0.2359, 0.1906, 0.2123
0.4620, 3714.87, 0.0800, 0.1757, 0.0709, 0.0587, 0.0800
0.4775, 3838.70, 0.4522, 0.4526, 0.4507, 0.4712, 0.4522
0.4929, 3962.53, 0.3596, 0.2509, 0.3893, 0.4298, 0.3596
0.5083, 4086.36, 0.1352, 0.0576, 0.1892, 0.0930, 0.1352
0.5237, 4210.19, 0.3454, 0.3358, 0.3691, 0.1629, 0.3454
0.5391, 4334.02, 0.6511, 0.6594, 0.6705, 0.5088, 0.6511
0.5545, 4457.85, 0.6611, 0.7572, 0.6562, 0.5001, 0.6611
0.5699, 4581.67, 0.3056, 0.2870, 0.3141, 0.4075, 0.3056
0.5853, 4705.50, 0.3718, 0.6168, 0.3548, 0.1050, 0.3718
0.6007, 4829.33, 0.3535, 0.5214, 0.3303, 0.1672, 0.3535
0.6161, 4953.16, 0.5463, 0.8125, 0.4853, 0.4600, 0.5463
0.6315, 5076.99, 0.6895, 1.0094, 0.6113, 0.6784, 0.6895
0.6469, 5200.82, 0.0953, 0.2506, 0.1004, 0.4278, 0.0953
0.6623, 5324.65, 0.2849, 0.8855, 0.1998, 0.2309, 0.2849
0.6777, 5448.48, 0.4407, 1.0449, 0.3112, 0.3468, 0.4407
0.6931, 5572.31, 0.5440, 0.6962, 0.5164, 0.6710, 0.5440
0.7085, 5696.14, 0.4617, 0.4020, 0.6152, 0.4579, 0.4617
0.7239, 5819.96, 0.3922, 0.5764, 0.5768, 0.3839, 0.3922
0.7393, 5943.79, 0.6574, 1.1036, 0.5924, 0.7110, 0.6574
0.7547, 6067.62, 0.6654, 0.9517, 0.6474, 0.1772, 0.6654
0.7701, 6191.45, 0.6403, 0.6282, 0.7026, 0.3420, 0.6403
0.7855, 6315.28, 0.5736, 0.5222, 0.7366, 0.5013, 0.5736
0.8009, 6439.11, 0.2423, 0.5667, 0.3928, 0.3109, 0.2423
0.8163, 6562.94, 0.4353, 1.0446, 0.8360, 0.5839, 0.4353
0.8317, 6686.77, 1.1950, 1.3426, 1.8771, 0.8876, 1.1950
0.8471, 6810.60, 1.6275, 1.2053, 2.0000, 0.3462, 1.6275
0.8625, 6934.43, 0.2159, 0.2619, 0.3277, 0.3514, 0.2159
0.8779, 7058.26, 1.1144, 0.7028, 1.3781, 0.5045, 1.1144
0.8933, 7182.08, 0.9771, 2.0000, 1.0887, 0.5242, 0.9771
0.9087, 7305.91, 1.5429, 2.0000, 1.6508, 1.3653, 1.5429
0.9241, 7429.74, 0.7322, 2.0000, 0.2658, 1.8954, 0.7322
0.9395, 7553.57, 0.9263, 2.0000, 1.2554, 2.0000, 0.9263
0.9549, 7677.40, 1.4680, 2.0000, 1.2600, 2.0000, 1.4680
0.9703, 7801.23, 0.4467, 2.0000, 0.4186, 1.9661, 0.4467
0.9857, 7925.06, 0.8308, 2.0000, 1.5733, 0.7117, 0.8308
1.0011, 8048.89, 0.9395, 2.0000, 1.7289, 0.6248, 0.9395
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
16.48, 0.994, 1.010, 0.858, 0.995, 0.152
16.98, 0.975, 0.997, 0.960, 0.990, 0.038
17.48, 1.014, 1.025, 0.983, 1.019, 0.041
17.98, 1.026, 0.982, 0.948, 0.987, 0.078
18.48, 1.030, 0.951, 1.002, 0.970, 0.079
18.98, 0.974, 0.948, 0.934, 0.952, 0.040
19.48, 0.971, 0.928, 1.111, 0.950, 0.183
19.98, 1.078, 0.982, 1.085, 1.008, 0.102
20.48, 0.998, 0.972, 1.126, 0.989, 0.154
20.98, 1.062, 0.930, 1.048, 0.965, 0.132

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   77.7
Light pixel level ,  123.9
Dark level linear , 0.0928
Light level linear,  0.236

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3242.47487,2050.00000, pixels from upper-right
Edge angle,2.693
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.026
MTF50 LW/PH,   207
MTF50 Cy/Pxl, 0.026
MTF50P Cy/pxl, 0.026
MTF50P LW/PH,   207
MTF50P Cy/Pxl, 0.026
MTF30 Cy/pxl, 0.034
MTF30 LW/PH,   273
MTF30 Cy/Pxl, 0.034
MTF30P Cy/pxl, 0.034
MTF30P LW/PH,   273
MTF30P Cy/Pxl, 0.034
MTF20 Cy/pxl, 0.039
MTF20 LW/PH,   313
MTF20 Cy/Pxl, 0.039
MTF20P Cy/pxl, 0.039
MTF20P LW/PH,   313
MTF20P Cy/Pxl, 0.039
MTF Area Pk Norml Cy/pxl, 0.119
MTF Area Pk Norml LW/PH,   958
MTF Area Pk Norml Cy/Pxl, 0.119
MTF at Nyquist, 0.255
MTF50 Red Cy/pxl, 0.029
MTF50 Red Cy/Pxl, 0.029
MTF50 Green Cy/pxl, 0.025
MTF50 Green Cy/Pxl, 0.025
MTF50 Blue Cy/pxl, 0.025
MTF50 Blue Cy/Pxl, 0.025
Undersharpening %,21.990
MTF50,0.0257 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,18.815
Rise 10-80 pxls,16.479
Rise 10-70 pxls,13.327
Rise 20-80 pxls,14.623
Rise 20-70 pxls,11.470
Rises 10-90 per PH,213.6638
Rises 10-80 per PH,243.9416
Rises 10-70 per PH,301.6452
Rises 20-80 per PH,274.9123
Rises 20-70 per PH,350.4671
R1090 Red pxls, 12.71
R1090 Green pxls, 21.86
R1090 Blue pxls, 17.74
R1090 Lum pxls, 18.81
Sharpening radius,NaN
Overshoot %,8.002
Undershoot %,8.297
Dk & lt lvls,77.688, 123.9028
Lt/dk,1.595
Chromatic Aberration Area (pxls), 1.409
CA Crossing (pxls), 1.613
CA Crossing R-G (pixels),  0.053,Horiz (V-edge)
CA Crossing B-G (pixels), -1.598,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:45:24+02:00
Image Width                     , 6024
Image Height                    , 4020
