Imatest,24.2.6, Master, SFR
File,potted plant_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:49:22,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/pot+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.95, 0.8265, 0.8623, 0.8125, 0.8651, 0.8265
0.0308,  247.90, 0.4893, 0.5957, 0.4483, 0.5956, 0.4893
0.0463,  371.85, 0.2156, 0.3538, 0.1709, 0.3053, 0.2156
0.0617,  495.81, 0.0331, 0.1714, 0.0830, 0.0501, 0.0331
0.0771,  619.76, 0.1091, 0.1780, 0.1427, 0.0721, 0.1091
0.0925,  743.71, 0.0828, 0.0981, 0.1304, 0.1399, 0.0828
0.1079,  867.66, 0.0020, 0.3761, 0.1012, 0.0836, 0.0020
0.1233,  991.61, 0.0429, 0.2205, 0.0071, 0.0338, 0.0429
0.1388, 1115.56, 0.0177, 0.1860, 0.0881, 0.1329, 0.0177
0.1542, 1239.52, 0.0600, 0.1286, 0.1209, 0.1066, 0.0600
0.1696, 1363.47, 0.0830, 0.1458, 0.0799, 0.0745, 0.0830
0.1850, 1487.42, 0.0775, 0.2148, 0.0498, 0.1309, 0.0775
0.2004, 1611.37, 0.1359, 0.2437, 0.1239, 0.0834, 0.1359
0.2158, 1735.32, 0.1340, 0.0745, 0.1743, 0.0939, 0.1340
0.2313, 1859.27, 0.0525, 0.3754, 0.0968, 0.0956, 0.0525
0.2467, 1983.22, 0.0158, 0.1983, 0.0736, 0.0826, 0.0158
0.2621, 2107.18, 0.0508, 0.1133, 0.0781, 0.0526, 0.0508
0.2775, 2231.13, 0.1550, 0.2368, 0.1515, 0.0642, 0.1550
0.2929, 2355.08, 0.2029, 0.2587, 0.1999, 0.0927, 0.2029
0.3083, 2479.03, 0.1284, 0.0402, 0.1567, 0.1249, 0.1284
0.3238, 2602.98, 0.0598, 0.1723, 0.0386, 0.0286, 0.0598
0.3392, 2726.93, 0.0907, 0.1671, 0.0802, 0.1038, 0.0907
0.3546, 2850.89, 0.0706, 0.1688, 0.0800, 0.1221, 0.0706
0.3700, 2974.84, 0.2518, 0.1530, 0.2836, 0.3066, 0.2518
0.3854, 3098.79, 0.1591, 0.0508, 0.1874, 0.2085, 0.1591
0.4008, 3222.74, 0.0873, 0.1839, 0.0690, 0.0783, 0.0873
0.4163, 3346.69, 0.1069, 0.2575, 0.0712, 0.0820, 0.1069
0.4317, 3470.64, 0.0916, 0.2565, 0.0606, 0.0545, 0.0916
0.4471, 3594.59, 0.1704, 0.2779, 0.1516, 0.0793, 0.1704
0.4625, 3718.55, 0.0301, 0.0705, 0.0207, 0.0617, 0.0301
0.4779, 3842.50, 0.0779, 0.1080, 0.0988, 0.0052, 0.0779
0.4933, 3966.45, 0.0338, 0.1238, 0.0063, 0.1003, 0.0338
0.5088, 4090.40, 0.1713, 0.1949, 0.1652, 0.1689, 0.1713
0.5242, 4214.35, 0.1550, 0.1245, 0.1633, 0.1760, 0.1550
0.5396, 4338.30, 0.1029, 0.0797, 0.1052, 0.1857, 0.1029
0.5550, 4462.26, 0.1931, 0.1424, 0.1953, 0.3173, 0.1931
0.5704, 4586.21, 0.2025, 0.1122, 0.2142, 0.3851, 0.2025
0.5858, 4710.16, 0.0937, 0.0478, 0.1150, 0.2420, 0.0937
0.6013, 4834.11, 0.2801, 0.2493, 0.2823, 0.3433, 0.2801
0.6167, 4958.06, 0.3675, 0.3246, 0.3754, 0.5202, 0.3675
0.6321, 5082.01, 0.2469, 0.2362, 0.2507, 0.3922, 0.2469
0.6475, 5205.97, 0.3043, 0.4629, 0.2917, 0.2844, 0.3043
0.6629, 5329.92, 0.3814, 0.5107, 0.3696, 0.2306, 0.3814
0.6783, 5453.87, 0.2071, 0.2667, 0.2103, 0.4004, 0.2071
0.6938, 5577.82, 0.1384, 0.2606, 0.0983, 0.4121, 0.1384
0.7092, 5701.77, 0.1558, 0.5469, 0.0700, 0.2611, 0.1558
0.7246, 5825.72, 0.1488, 0.6392, 0.1657, 0.4142, 0.1488
0.7400, 5949.67, 0.1248, 0.2190, 0.1532, 0.5422, 0.1248
0.7554, 6073.63, 0.1946, 0.7056, 0.0805, 0.2170, 0.1946
0.7708, 6197.58, 0.1080, 0.4437, 0.1603, 0.2155, 0.1080
0.7863, 6321.53, 0.1355, 0.5768, 0.0939, 0.1535, 0.1355
0.8017, 6445.48, 0.4961, 1.2124, 0.4576, 0.4552, 0.4961
0.8171, 6569.43, 0.4410, 1.3805, 0.5176, 0.3904, 0.4410
0.8325, 6693.38, 0.0370, 0.1012, 0.0184, 0.3615, 0.0370
0.8479, 6817.34, 0.3238, 1.2141, 0.5477, 0.5142, 0.3238
0.8633, 6941.29, 0.5280, 0.5989, 0.7765, 0.1313, 0.5280
0.8788, 7065.24, 0.5078, 0.9107, 0.5546, 1.2088, 0.5078
0.8942, 7189.19, 0.4867, 0.6395, 0.6289, 1.6258, 0.4867
0.9096, 7313.14, 0.6036, 1.3896, 0.4303, 1.2178, 0.6036
0.9250, 7437.09, 0.6324, 2.0000, 0.1938, 1.0969, 0.6324
0.9404, 7561.04, 0.4209, 2.0000, 0.4307, 1.6598, 0.4209
0.9558, 7685.00, 0.2607, 1.3790, 0.5809, 1.6177, 0.2607
0.9713, 7808.95, 0.6061, 1.5188, 0.9732, 0.8343, 0.6061
0.9867, 7932.90, 0.2811, 1.8829, 0.9961, 1.5022, 0.2811
1.0021, 8056.85, 0.9420, 2.0000, 0.8379, 1.5931, 0.9420
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1977,3277,2121
Edge center,3243.94678,2050.00000, pixels from upper-right
Edge angle,3.706
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.030
MTF50 LW/PH,   244
MTF50 Cy/Pxl, 0.030
MTF50P Cy/pxl, 0.030
MTF50P LW/PH,   244
MTF50P Cy/Pxl, 0.030
MTF30 Cy/pxl, 0.041
MTF30 LW/PH,   334
MTF30 Cy/Pxl, 0.041
MTF30P Cy/pxl, 0.041
MTF30P LW/PH,   334
MTF30P Cy/Pxl, 0.041
MTF20 Cy/pxl, 0.048
MTF20 LW/PH,   382
MTF20 Cy/Pxl, 0.048
MTF20P Cy/pxl, 0.048
MTF20P LW/PH,   382
MTF20P Cy/Pxl, 0.048
MTF Area Pk Norml Cy/pxl, 0.073
MTF Area Pk Norml LW/PH,   586
MTF Area Pk Norml Cy/Pxl, 0.073
MTF at Nyquist, 0.093
MTF50 Red Cy/pxl, 0.037
MTF50 Red Cy/Pxl, 0.037
MTF50 Green Cy/pxl, 0.029
MTF50 Green Cy/Pxl, 0.029
MTF50 Blue Cy/pxl, 0.036
MTF50 Blue Cy/Pxl, 0.036
Undersharpening %,23.450
MTF50,0.0303 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,15.955
Rise 10-80 pxls,13.994
Rise 10-70 pxls,12.010
Rise 20-80 pxls,11.217
Rise 20-70 pxls,9.234
Rises 10-90 per PH,251.9618
Rises 10-80 per PH,287.2740
Rises 10-70 per PH,334.7214
Rises 20-80 per PH,358.3770
Rises 20-70 per PH,435.3655
R1090 Red pxls, 15.44
R1090 Green pxls, 15.58
R1090 Blue pxls, 12.94
R1090 Lum pxls, 15.95
Sharpening radius,NaN
Overshoot %,6.598
Undershoot %,5.625
Dk & lt lvls,74.186, 122.4935
Lt/dk,1.651
Chromatic Aberration Area (pxls), 1.010
CA Crossing (pxls), 0.999
CA Crossing R-G (pixels), -0.841,Horiz (V-edge)
CA Crossing B-G (pixels), -1.025,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:48:41+02:00
Image Width                     , 6024
Image Height                    , 4020
