Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_1600ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.92, 0.8131, 0.8357, 0.8022, 0.8549, 0.8131
0.0308,  247.85, 0.4243, 0.4702, 0.4011, 0.5226, 0.4243
0.0462,  371.77, 0.1038, 0.1531, 0.0792, 0.2037, 0.1038
0.0617,  495.69, 0.0555, 0.0660, 0.0847, 0.0066, 0.0555
0.0771,  619.61, 0.0712, 0.0546, 0.1001, 0.0487, 0.0712
0.0925,  743.54, 0.0146, 0.0241, 0.0314, 0.0476, 0.0146
0.1079,  867.46, 0.0720, 0.0596, 0.1131, 0.0405, 0.0720
0.1233,  991.38, 0.0891, 0.1373, 0.1502, 0.0489, 0.0891
0.1387, 1115.30, 0.0925, 0.1293, 0.1734, 0.0949, 0.0925
0.1541, 1239.23, 0.0831, 0.0788, 0.1200, 0.0650, 0.0831
0.1695, 1363.15, 0.0828, 0.0832, 0.0928, 0.0598, 0.0828
0.1850, 1487.07, 0.0660, 0.0509, 0.0831, 0.0854, 0.0660
0.2004, 1611.00, 0.0678, 0.1080, 0.0968, 0.0805, 0.0678
0.2158, 1734.92, 0.0341, 0.2006, 0.0792, 0.1246, 0.0341
0.2312, 1858.84, 0.0415, 0.2106, 0.0614, 0.1183, 0.0415
0.2466, 1982.76, 0.0672, 0.0805, 0.0809, 0.0718, 0.0672
0.2620, 2106.69, 0.0835, 0.1752, 0.0606, 0.0799, 0.0835
0.2774, 2230.61, 0.0950, 0.1994, 0.0679, 0.1217, 0.0950
0.2929, 2354.53, 0.0780, 0.0913, 0.0804, 0.0882, 0.0780
0.3083, 2478.46, 0.0242, 0.0539, 0.0429, 0.1121, 0.0242
0.3237, 2602.38, 0.0206, 0.1125, 0.0494, 0.0833, 0.0206
0.3391, 2726.30, 0.0329, 0.1571, 0.0662, 0.0550, 0.0329
0.3545, 2850.22, 0.0107, 0.0785, 0.0228, 0.0601, 0.0107
0.3699, 2974.15, 0.0491, 0.0716, 0.0606, 0.0748, 0.0491
0.3853, 3098.07, 0.0244, 0.0619, 0.0149, 0.0832, 0.0244
0.4007, 3221.99, 0.0604, 0.0134, 0.0706, 0.1034, 0.0604
0.4162, 3345.91, 0.0809, 0.0412, 0.1002, 0.0686, 0.0809
0.4316, 3469.84, 0.0723, 0.0906, 0.0788, 0.0196, 0.0723
0.4470, 3593.76, 0.0355, 0.0577, 0.0301, 0.0530, 0.0355
0.4624, 3717.68, 0.0893, 0.1127, 0.0853, 0.0726, 0.0893
0.4778, 3841.61, 0.1114, 0.0946, 0.1226, 0.0552, 0.1114
0.4932, 3965.53, 0.1131, 0.0698, 0.1323, 0.0776, 0.1131
0.5086, 4089.45, 0.0763, 0.0679, 0.0805, 0.0783, 0.0763
0.5241, 4213.37, 0.0583, 0.0488, 0.0644, 0.0527, 0.0583
0.5395, 4337.30, 0.0414, 0.0472, 0.0495, 0.0360, 0.0414
0.5549, 4461.22, 0.1010, 0.1231, 0.1051, 0.0469, 0.1010
0.5703, 4585.14, 0.1078, 0.1365, 0.1075, 0.1157, 0.1078
0.5857, 4709.07, 0.1346, 0.1326, 0.1442, 0.1420, 0.1346
0.6011, 4832.99, 0.1513, 0.1176, 0.1671, 0.1532, 0.1513
0.6165, 4956.91, 0.0715, 0.0555, 0.0807, 0.1491, 0.0715
0.6319, 5080.83, 0.0560, 0.1665, 0.0587, 0.2097, 0.0560
0.6474, 5204.76, 0.1034, 0.1767, 0.1465, 0.2145, 0.1034
0.6628, 5328.68, 0.0877, 0.1190, 0.1324, 0.0835, 0.0877
0.6782, 5452.60, 0.0882, 0.1360, 0.1446, 0.1252, 0.0882
0.6936, 5576.52, 0.0803, 0.0818, 0.1519, 0.1525, 0.0803
0.7090, 5700.45, 0.1268, 0.0402, 0.1952, 0.2840, 0.1268
0.7244, 5824.37, 0.2582, 0.2757, 0.2954, 0.1436, 0.2582
0.7398, 5948.29, 0.1483, 0.2192, 0.1434, 0.1200, 0.1483
0.7553, 6072.22, 0.1988, 0.2751, 0.2436, 0.1332, 0.1988
0.7707, 6196.14, 0.2919, 0.3848, 0.3725, 0.1455, 0.2919
0.7861, 6320.06, 0.1462, 0.0229, 0.1893, 0.2501, 0.1462
0.8015, 6443.98, 0.1977, 0.1096, 0.3035, 0.1525, 0.1977
0.8169, 6567.91, 0.3496, 0.2355, 0.4145, 0.2781, 0.3496
0.8323, 6691.83, 0.2502, 0.1851, 0.2972, 0.2972, 0.2502
0.8477, 6815.75, 0.1288, 0.3646, 0.1508, 0.3318, 0.1288
0.8631, 6939.68, 0.1776, 0.4272, 0.1863, 0.3247, 0.1776
0.8786, 7063.60, 0.1188, 0.1742, 0.2152, 0.1023, 0.1188
0.8940, 7187.52, 0.0999, 0.2262, 0.1745, 0.1506, 0.0999
0.9094, 7311.44, 0.0940, 0.2113, 0.1782, 0.0942, 0.0940
0.9248, 7435.37, 0.0916, 0.3757, 0.1562, 0.3447, 0.0916
0.9402, 7559.29, 0.1114, 0.2902, 0.0966, 0.6875, 0.1114
0.9556, 7683.21, 0.0548, 0.3946, 0.2531, 0.6437, 0.0548
0.9710, 7807.13, 0.1618, 0.7081, 0.4586, 0.2719, 0.1618
0.9864, 7931.06, 0.1325, 1.0893, 0.3530, 0.5409, 0.1325
1.0019, 8054.98, 0.1697, 1.1177, 0.0382, 0.8284, 0.1697
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
17.47, 1.039, 1.006, 0.993, 1.012, 0.046
17.97, 1.039, 1.004, 0.988, 1.010, 0.051
18.47, 1.053, 1.021, 0.987, 1.025, 0.066
18.96, 1.021, 1.001, 1.009, 1.006, 0.019
19.46, 1.027, 1.009, 0.998, 1.012, 0.029

Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   75.5
Light pixel level ,  124.1
Dark level linear , 0.0877
Light level linear,  0.237

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1976,3277,2120
Edge center,3243.99161,2049.00000, pixels from upper-right
Edge angle,3.495
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.028
MTF50 LW/PH,   224
MTF50 Cy/Pxl, 0.028
MTF50P Cy/pxl, 0.028
MTF50P LW/PH,   224
MTF50P Cy/Pxl, 0.028
MTF30 Cy/pxl, 0.037
MTF30 LW/PH,   296
MTF30 Cy/Pxl, 0.037
MTF30P Cy/pxl, 0.037
MTF30P LW/PH,   296
MTF30P Cy/Pxl, 0.037
MTF20 Cy/pxl, 0.042
MTF20 LW/PH,   335
MTF20 Cy/Pxl, 0.042
MTF20P Cy/pxl, 0.042
MTF20P LW/PH,   335
MTF20P Cy/Pxl, 0.042
MTF Area Pk Norml Cy/pxl, 0.057
MTF Area Pk Norml LW/PH,   458
MTF Area Pk Norml Cy/Pxl, 0.057
MTF at Nyquist, 0.097
MTF50 Red Cy/pxl, 0.030
MTF50 Red Cy/Pxl, 0.030
MTF50 Green Cy/pxl, 0.027
MTF50 Green Cy/Pxl, 0.027
MTF50 Blue Cy/pxl, 0.032
MTF50 Blue Cy/Pxl, 0.032
Undersharpening %,21.924
MTF50,0.0278 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,17.866
Rise 10-80 pxls,15.348
Rise 10-70 pxls,12.485
Rise 20-80 pxls,13.171
Rise 20-70 pxls,10.308
Rises 10-90 per PH,225.0144
Rises 10-80 per PH,261.9303
Rises 10-70 per PH,321.9928
Rises 20-80 per PH,305.2228
Rises 20-70 per PH,389.9937
R1090 Red pxls, 17.30
R1090 Green pxls, 17.84
R1090 Blue pxls, 15.63
R1090 Lum pxls, 17.87
Sharpening radius,NaN
Overshoot %,3.235
Undershoot %,3.164
Dk & lt lvls,75.497, 124.0963
Lt/dk,1.644
Chromatic Aberration Area (pxls), 0.437
CA Crossing (pxls), 0.516
CA Crossing R-G (pixels),  0.529,Horiz (V-edge)
CA Crossing B-G (pixels),  0.518,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:45:21+02:00
Image Width                     , 6024
Image Height                    , 4020
