Imatest,24.2.6, Master, SFR
File,cup_18.0 mm_6400ISO_+1EV_Dist1_ON_Defocus2.tiff
Run date,07-May-2025 09:33:07,,Build 2025-03-20
Description,
Path,/home/colourlabgpu4/Kimia/Thesis/Imatest/Dist1+18/Results/cup+1EV

Region,1,of,1,total

Cy/Pxl,LW/PH,MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
0.0000,    0.00, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
0.0154,  123.81, 0.8459, 0.8203, 0.8528, 0.8481, 0.8459
0.0308,  247.61, 0.4620, 0.4387, 0.4663, 0.5055, 0.4620
0.0462,  371.42, 0.1391, 0.1999, 0.1251, 0.1820, 0.1391
0.0616,  495.23, 0.0286, 0.0703, 0.0421, 0.1330, 0.0286
0.0770,  619.04, 0.0708, 0.0660, 0.0906, 0.1243, 0.0708
0.0924,  742.84, 0.1285, 0.0149, 0.1927, 0.1169, 0.1285
0.1078,  866.65, 0.1526, 0.1968, 0.1784, 0.1191, 0.1526
0.1232,  990.46, 0.1558, 0.2891, 0.1391, 0.0732, 0.1558
0.1386, 1114.26, 0.1332, 0.2970, 0.1616, 0.0590, 0.1332
0.1540, 1238.07, 0.0939, 0.1245, 0.1170, 0.1269, 0.0939
0.1694, 1361.88, 0.0324, 0.2490, 0.0223, 0.0934, 0.0324
0.1848, 1485.69, 0.0391, 0.1055, 0.0828, 0.1296, 0.0391
0.2002, 1609.49, 0.0866, 0.1793, 0.0810, 0.1774, 0.0866
0.2156, 1733.30, 0.0949, 0.1920, 0.0974, 0.1857, 0.0949
0.2310, 1857.11, 0.2361, 0.3797, 0.2391, 0.2256, 0.2361
0.2464, 1980.92, 0.1694, 0.2056, 0.1881, 0.2139, 0.1694
0.2618, 2104.72, 0.0245, 0.0894, 0.0602, 0.1036, 0.0245
0.2772, 2228.53, 0.0966, 0.2102, 0.1132, 0.0397, 0.0966
0.2926, 2352.34, 0.1396, 0.1492, 0.1747, 0.0468, 0.1396
0.3080, 2476.14, 0.1279, 0.1322, 0.1460, 0.0664, 0.1279
0.3234, 2599.95, 0.0874, 0.1612, 0.0679, 0.1369, 0.0874
0.3388, 2723.76, 0.0233, 0.1236, 0.0506, 0.0905, 0.0233
0.3542, 2847.57, 0.0294, 0.1085, 0.0315, 0.1267, 0.0294
0.3696, 2971.37, 0.0301, 0.1372, 0.0225, 0.1894, 0.0301
0.3850, 3095.18, 0.1106, 0.2072, 0.1229, 0.1296, 0.1106
0.4004, 3218.99, 0.0450, 0.1308, 0.0318, 0.0768, 0.0450
0.4158, 3342.79, 0.0818, 0.1113, 0.0783, 0.0801, 0.0818
0.4312, 3466.60, 0.0873, 0.1064, 0.0932, 0.1289, 0.0873
0.4466, 3590.41, 0.0552, 0.1291, 0.0502, 0.1125, 0.0552
0.4620, 3714.22, 0.0717, 0.1711, 0.0796, 0.0615, 0.0717
0.4774, 3838.02, 0.1296, 0.0425, 0.1648, 0.1020, 0.1296
0.4928, 3961.83, 0.0852, 0.0659, 0.0965, 0.0853, 0.0852
0.5082, 4085.64, 0.1212, 0.1601, 0.1103, 0.1358, 0.1212
0.5236, 4209.44, 0.2374, 0.3337, 0.2272, 0.1838, 0.2374
0.5390, 4333.25, 0.2507, 0.2224, 0.2675, 0.2689, 0.2507
0.5544, 4457.06, 0.1283, 0.1226, 0.1602, 0.0484, 0.1283
0.5698, 4580.87, 0.1421, 0.2305, 0.1358, 0.1087, 0.1421
0.5852, 4704.67, 0.1627, 0.2102, 0.1604, 0.1252, 0.1627
0.6006, 4828.48, 0.0826, 0.1946, 0.0586, 0.0730, 0.0826
0.6160, 4952.29, 0.0886, 0.1742, 0.1455, 0.1723, 0.0886
0.6314, 5076.10, 0.0768, 0.1569, 0.1085, 0.2554, 0.0768
0.6468, 5199.90, 0.1007, 0.3101, 0.0425, 0.1382, 0.1007
0.6622, 5323.71, 0.1463, 0.4064, 0.0845, 0.1618, 0.1463
0.6776, 5447.52, 0.2342, 0.3965, 0.1994, 0.3478, 0.2342
0.6930, 5571.32, 0.2522, 0.3136, 0.2455, 0.1907, 0.2522
0.7083, 5695.13, 0.1274, 0.1395, 0.1509, 0.0322, 0.1274
0.7237, 5818.94, 0.1778, 0.4568, 0.1526, 0.3198, 0.1778
0.7391, 5942.75, 0.1258, 1.0147, 0.1233, 0.7118, 0.1258
0.7545, 6066.55, 0.1078, 0.6533, 0.2505, 0.4073, 0.1078
0.7699, 6190.36, 0.1095, 0.3231, 0.1445, 0.3972, 0.1095
0.7853, 6314.17, 0.2774, 0.2800, 0.4110, 0.2851, 0.2774
0.8007, 6437.97, 0.3405, 0.1034, 0.4578, 0.2612, 0.3405
0.8161, 6561.78, 0.3752, 0.6826, 0.4632, 0.1677, 0.3752
0.8315, 6685.59, 0.6626, 1.1147, 0.5968, 0.4804, 0.6626
0.8469, 6809.40, 0.5412, 0.4658, 0.5812, 0.4069, 0.5412
0.8623, 6933.20, 0.2548, 0.7279, 0.5673, 0.3344, 0.2548
0.8777, 7057.01, 0.0547, 1.7696, 0.5837, 0.5536, 0.0547
0.8931, 7180.82, 0.3534, 1.6380, 0.3261, 0.1419, 0.3534
0.9085, 7304.62, 0.5401, 0.7388, 1.0047, 0.6539, 0.5401
0.9239, 7428.43, 0.5016, 2.0000, 0.9514, 1.4757, 0.5016
0.9393, 7552.24, 0.5350, 2.0000, 0.1610, 1.6002, 0.5350
0.9547, 7676.05, 0.6880, 1.7414, 0.4234, 0.6118, 0.6880
0.9701, 7799.85, 0.8599, 0.9969, 1.2540, 0.5913, 0.8599
0.9855, 7923.66, 0.3587, 0.5377, 0.6923, 1.5230, 0.3587
1.0009, 8047.47, 0.6366, 1.4282, 0.9030, 2.0000, 0.6366
,
Interpolated f and MTF, Region 1 of 1 total
freq(C/P),MTF(nchan),MTF(R),MTF(G),MTF(B),MTF(Y)
Level and noise analysis (pixel levels: gamma-encoded and linear) for ROI 1 of 1 total
Dark pixel level  ,   75.5
Light pixel level ,  124.0
Dark level linear , 0.0876
Light level linear,  0.236

Slice orientation,Horiz (V-edge),(Profile)
Image WxH & Mpxls,6024,4020,24.216
lens_to_chart_distance_cm, 205
ROI,6.5% right of ctr
ROI WxH pixels,65,145
ROI boundary L T R B,3213,1976,3277,2120
Edge center,3244.22249,2049.00000, pixels from upper-right
Edge angle,2.469
Channel,Y
Linearization method,Input gamma value
Gamma,0.500
Chart contrast,4
Pixels per inch,0.00000
Pixels per mm,0.0000
um per pixel,0.000
MTF50 Cy/pxl, 0.029
MTF50 LW/PH,   235
MTF50 Cy/Pxl, 0.029
MTF50P Cy/pxl, 0.029
MTF50P LW/PH,   235
MTF50P Cy/Pxl, 0.029
MTF30 Cy/pxl, 0.039
MTF30 LW/PH,   310
MTF30 Cy/Pxl, 0.039
MTF30P Cy/pxl, 0.039
MTF30P LW/PH,   310
MTF30P Cy/Pxl, 0.039
MTF20 Cy/pxl, 0.043
MTF20 LW/PH,   348
MTF20 Cy/Pxl, 0.043
MTF20P Cy/pxl, 0.043
MTF20P LW/PH,   348
MTF20P Cy/Pxl, 0.043
MTF Area Pk Norml Cy/pxl, 0.072
MTF Area Pk Norml LW/PH,   576
MTF Area Pk Norml Cy/Pxl, 0.072
MTF at Nyquist, 0.102
MTF50 Red Cy/pxl, 0.028
MTF50 Red Cy/Pxl, 0.028
MTF50 Green Cy/pxl, 0.029
MTF50 Green Cy/Pxl, 0.029
MTF50 Blue Cy/pxl, 0.031
MTF50 Blue Cy/Pxl, 0.031
Undersharpening %,20.806
MTF50,0.0293 Cy/Pxl,Secondary readout 
Rise 10-90 pxls,17.788
Rise 10-80 pxls,16.236
Rise 10-70 pxls,12.734
Rise 20-80 pxls,12.607
Rise 20-70 pxls,9.105
Rises 10-90 per PH,226.0010
Rises 10-80 per PH,247.6040
Rises 10-70 per PH,315.7021
Rises 20-80 per PH,318.8796
Rises 20-70 per PH,441.5371
R1090 Red pxls, 17.05
R1090 Green pxls, 18.02
R1090 Blue pxls, 15.26
R1090 Lum pxls, 17.79
Sharpening radius,NaN
Overshoot %,4.964
Undershoot %,3.903
Dk & lt lvls,75.485, 123.9937
Lt/dk,1.643
Chromatic Aberration Area (pxls), 0.368
CA Crossing (pxls), 0.894
CA Crossing R-G (pixels),  0.751,Horiz (V-edge)
CA Crossing B-G (pixels),  0.913,Horiz (V-edge)
ESFR Calculation Setting,Imatest 22.1 (recommended)
ESFR Apodization Function Setting,Tukey (Alpha = 1.0)
ESFR Edge Fit Order,5
ESFR Non-Uniformity Correction Setting,0
ESFR Modified Apodization Setting,1

Exif data
File Modification Date/Time     , 2025:04:22 20:49:57+02:00
Image Width                     , 6024
Image Height                    , 4020
