Imatest,24.2.6, Master, SFR batch

s1-MTF50. Mean Pt Wy,     0.00000,     0.00000
Shannon capacity Mean Pt Wy,  0.00,  0.00
Info Capacity C_4 Mean Pt Wy,  0.00,  0.00
Info Capacity C_max Mean Pt Wy,  0.00,  0.00
SNRi 2x8 pixels Mean Pt Wy,  0.00,  0.00
Edge location sigma 2x8 Mean Pt Wy,  0.00,  0.00

MTF50 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000
R1090 (pxl) Max Pt Wy,  0.0000,  0.0000
CA (pxl) Max Pt Wy,  0.0000,  0.0000
MTF50 (LW/PH) Min Pt Wy,      0.0,      0.0
R1090 (/PH) Max Pt Wy,      0.0,      0.0
Peak MTF Max Pt Wy,   0.000,   0.000
MTF50P (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000
MTF50P (LW/PH) Min Pt Wy,      0.0,      0.0
MTF20 (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000
MTF20 (LW/PH) Min Pt Wy,      0.0,      0.0
LSF PW50 (pxl) Max Pt Wy,  0.0000,  0.0000
CA (area %) Max Pt Wy,  0.00000,  0.00000
CA (crossing %) Max Pt Wy,  0.00000,  0.00000
CA (R-G %) Max Pt Wy,  0.00000,  0.00000
CA (B-G %) Max Pt Wy,  0.00000,  0.00000
MTF50C (Cy/Pxl) Max Pt Wy,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Min Pt Wy,  0.0000,  0.0000
s1-MTF50. Min Pt Wy,     0.00000,     0.00000
Shannon capacity Min Pt Wy,  0.00,  0.00
Info Capacity C_4 Min Pt Wy,  0.00,  0.00
Info Capacity C_max Min Pt Wy,  0.00,  0.00
SNRi 2x8 pixels Min Pt Wy,  0.00,  0.00
Edge location sigma 2x8 Min Pt Wy,  0.00,  0.00

MTF50 (Cy/Pxl) Mean Cor,  0.0000,  0.0000
R1090 (pxl) Mean Cor,  0.0000,  0.0000
CA (pxl) Mean Cor,  0.0000,  0.0000
MTF50 (LW/PH) Mean Cor,      0.0,      0.0
R1090 (/PH) Mean Cor,      0.0,      0.0
Peak MTF Mean Cor,   0.000,   0.000
MTF50P (Cy/Pxl) Mean Cor,  0.0000,  0.0000
MTF50P (LW/PH) Mean Cor,      0.0,      0.0
MTF20 (Cy/Pxl) Mean Cor,  0.0000,  0.0000
MTF20 (LW/PH) Mean Cor,      0.0,      0.0
LSF PW50 (pxl) Mean Cor,  0.0000,  0.0000
CA (area %) Mean Cor,  0.00000,  0.00000
CA (crossing %) Mean Cor,  0.00000,  0.00000
CA (R-G %) Mean Cor,  0.00000,  0.00000
CA (B-G %) Mean Cor,  0.00000,  0.00000
MTF50C (Cy/Pxl) Mean Cor,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Mean Cor,  0.0000,  0.0000
s1-MTF50. Mean Cor,     0.00000,     0.00000
Shannon capacity Mean Cor,  0.00,  0.00
Info Capacity C_4 Mean Cor,  0.00,  0.00
Info Capacity C_max Mean Cor,  0.00,  0.00
SNRi 2x8 pixels Mean Cor,  0.00,  0.00
Edge location sigma 2x8 Mean Cor,  0.00,  0.00

MTF50 (Cy/Pxl) Min Cor,  0.0000,  0.0000
R1090 (pxl) Max Cor,  0.0000,  0.0000
CA (pxl) Max Cor,  0.0000,  0.0000
MTF50 (LW/PH) Min Cor,      0.0,      0.0
R1090 (/PH) Max Cor,      0.0,      0.0
Peak MTF Max Cor,   0.000,   0.000
MTF50P (Cy/Pxl) Min Cor,  0.0000,  0.0000
MTF50P (LW/PH) Min Cor,      0.0,      0.0
MTF20 (Cy/Pxl) Min Cor,  0.0000,  0.0000
MTF20 (LW/PH) Min Cor,      0.0,      0.0
LSF PW50 (pxl) Max Cor,  0.0000,  0.0000
CA (area %) Max Cor,  0.00000,  0.00000
CA (crossing %) Max Cor,  0.00000,  0.00000
CA (R-G %) Max Cor,  0.00000,  0.00000
CA (B-G %) Max Cor,  0.00000,  0.00000
MTF50C (Cy/Pxl) Max Cor,  0.0000,  0.0000
MTF Area PkNorm (Cy/Pxl) Min Cor,  0.0000,  0.0000
s1-MTF50. Min Cor,     0.00000,     0.00000
Shannon capacity Min Cor,  0.00,  0.00
Info Capacity C_4 Min Cor,  0.00,  0.00
Info Capacity C_max Min Cor,  0.00,  0.00
SNRi 2x8 pixels Min Cor,  0.00,  0.00
Edge location sigma 2x8 Min Cor,  0.00,  0.00

MTF50 (Cy/Pxl) Wtd mean,  0.0274,  0.0287
R1090 (pxl) Wtd mean, 14.4911, 17.2028
CA (pxl) Wtd mean,  0.0000,  0.0000
MTF50 (LW/PH) Wtd mean,    220.2,    230.5
R1090 (/PH) Wtd mean,    277.4,    233.7
Peak MTF Wtd mean,   1.135,   1.272
MTF50P (Cy/Pxl) Wtd mean,  0.4985,  0.3531
MTF50P (LW/PH) Wtd mean,   4007.7,   2839.1
MTF20 (Cy/Pxl) Wtd mean,  0.0417,  0.0542
MTF20 (LW/PH) Wtd mean,    335.1,    436.1
LSF PW50 (pxl) Wtd mean,  0.3966,  0.2902
CA (area %) Wtd mean,  0.00000,  0.00000
CA (crossing %) Wtd mean,  0.00000,  0.00000
CA (R-G %) Wtd mean,  0.00000,  0.00000
CA (B-G %) Wtd mean,  0.00000,  0.00000
MTF50C (Cy/Pxl) Wtd mean,     NaN,     NaN
MTF Area PkNorm (Cy/Pxl) Wtd mean,  0.1789,  0.1500
s1-MTF50. Wtd mean,     0.02738,     0.02866
Shannon capacity Wtd mean,  0.00,  0.00
Info Capacity C_4 Wtd mean,  0.08,  0.07
Info Capacity C_max Wtd mean,  0.91,  0.92
SNRi 2x8 pixels Wtd mean,  4.69,  5.12
Edge location sigma 2x8 Wtd mean,  2.79,  2.60
